time,language,tweets
2021-04-01 21:32:46,en,@just2muchfunfun @PaulaBurkhart1 @PeterHamby Trump was way too busy-pretending COVID-19 was a hoax on one hand &amp; pocketing PPP $$ on the other-to do anything except deny the science &amp; have his lackey Pence place a purchase order for a vaccine to prevent the virus he &amp; his complicit cohorts denied existed in the first place.
2021-04-01 21:32:46,ja,"本日コロナワクチン接種を受けて来ました。
各ワクチンを比べて色々と論議があり、それぞれに一長一短。私は一回の摂取で完了・死亡率「0」・変異株に有効なJ&amp;Jでした。

J&amp;J社製のコロナワクチンについて知っておくべきこと - Consumer Health News | HealthDay https://t.co/EVuPeWq5Hm"
2021-04-01 21:32:45,en,"If you are 55 or older you can book an appointment at area pharmacies in Ontario. Enter your postal code and find a site close to you.
https://t.co/2j61DaHxbH"
2021-04-01 21:32:43,en,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign - CNN https://t.co/OxZ81q944U
2021-04-01 21:32:33,en,Got my first COVID-19 vaccine today! https://t.co/MUUzgeXjzw
2021-04-01 21:32:33,en,"Pastor Chris Oyakhilome got it wrong, COVID-19 vaccine saves lives – NIFROP https://t.co/axvyFSP67C https://t.co/vbKGVSHf0X"
2021-04-01 21:32:32,en,Those who want to learn more about the COVID-19 vaccine and its side effects before getting a shot can still be convinced: Here's how. https://t.co/kcJ2f2YbXN via @darylaustinUT
2021-04-01 21:32:30,fr,Kamala Harris unveils ‘Covid-19 Community Corps’ to battle vaccine misinformation https://t.co/HnBi1R2Byv
2021-04-01 21:32:29,en,Soul Asylum’s Runaway Train is a rather bold choice of thing to be playing in a “mandatory waiting area after COVID vaccine” situation.
2021-04-01 21:32:26,en,Received a Covid-19 Vaccine Survey Text or Email? Don't Click It https://t.co/e9z5zgBoK1
2021-04-01 21:32:25,en,For reference. Between 18-30s would you get the covid vaccine when offered?
2021-04-01 21:32:25,en,Norwalk health center switching to one-dose COVID vaccine https://t.co/qU8FwPic6R
2021-04-01 21:32:21,en,"Business Insider - I got the COVID-19 vaccine at a CVS, and it was so fast and efficient that it's not hard to understand how the chain has already vaccinated 10 million Americans https://t.co/2JU5CdEjxN https://t.co/i4zKQoD0YS"
2021-04-01 21:32:19,en,How the two new Covid jab could rescue UK’s vaccine roll-out from grinding to a halt https://t.co/RYw0pcVzDh
2021-04-01 21:32:19,en,"QT: ""science can’t tell you what it does not yet know, and the virus spreads faster than our knowledge. It’s the job of politicians to weigh the information we have, and the possible benefits of experimentation, against society’s broader goals."" https://t.co/hXdMfkCfox"
2021-04-01 21:32:19,en,Covid: Will your pet need a coronavirus vaccine? https://t.co/AWeeD2Q0hs
2021-04-01 21:32:18,en,"CVS Health is hiring in Farmington, MN! Click the link in our bio to apply: Pharmacy Technician - COVID 19 Vaccine Support #cvspharmtech #pharmtech"
2021-04-01 21:32:17,und,https://t.co/bVUjwNNrFq
2021-04-01 21:32:14,en,"@__m_pereira Saskatchewan with its drive-thrus says it set new record last week with 8,766 COVID-19 vaccines administered in 1 day... they ran out of vaccine doses &amp; had to put it on hold. They are vaccinating 58+. Tell me why MB hasn’t looked into this option? If it works there why not here?"
2021-04-01 21:32:11,en,"I found appts at Passaic County *COUNTY RESIDENTS/WORKERS ONLY*
https://t.co/yZtmPUlfft https://t.co/TIdDOFTjtB"
2021-04-01 21:32:04,en,About to get Covid Vaccine i’m kinda scared Yall help😭😭😭🌟
2021-04-01 21:32:04,en,"I got the COVID-19 vaccine at a CVS, and it was so fast and efficient that it's not hard to understand how the chain has already vaccinated 10 million Americans https://t.co/uB86lMPdNr https://t.co/uOuXBMXoB5"
2021-04-01 21:32:04,en,How the Novavax Covid-19 vaccine works https://t.co/IBOcRV4on8
2021-04-01 21:32:00,en,"Restaurant workers in New Jersey became eligible for the vaccine Monday, a week after South Dakota foodservice workers, and Oregon moved up its timeline for foodservice employees to April 5. https://t.co/FvPnDitBDp #restaurantnews #coronavirusvaccine"
2021-04-01 21:31:58,en,"okay if ur gonna get the covid vaccine do an arm workout after, it really helped out with it being less sore"
2021-04-01 21:31:57,en,Cook County Department of Public Health has announced the release of COVID-19 vaccine appointments - visit https://t.co/cswOH495yx or call 833-308-1988 to sign up. https://t.co/D1i0lCTpPN
2021-04-01 21:31:54,en,@AshleyAlready I was hospitalized when I got Covid in October. Just got my first vaccine shot Tuesday and was sick as hell yesterday. Really dreading the 2nd shot. Hate my immune system too.
2021-04-01 21:31:53,und,https://t.co/jCBhDcApDX
2021-04-01 21:31:52,en,"Which members of Congress have received their COVID-19 vaccination?
https://t.co/rznrLN9wDy"
2021-04-01 21:31:46,en,"So it's about 10 hours post my AstraZeneca covid-19 vaccine inoculation: adverse effects noted are 
1. Muscle pains (especially on the laps) 
2. Fatigue
3. Slight headache.

ALL IN ALL, I HAVEN'T CHANGED TO AN ALIEN..😁

SO HEY, THE VACCINE IS SAFE, IF YOU  CAN GET IT, TAKE IT. https://t.co/p14YAj8JyP"
2021-04-01 21:31:46,en,"cw // covid, r slur 
-
-
on the first day of autism acceptance month, my mom told me while i was at the doctor that if i got the COVID vaccine i would have r******* kids. she told me that to my face. if i make it to moving out without slapping her i deserve a novel peace prize"
2021-04-01 21:31:43,en,About to get my Covid-19 vaccine. This better not be an April fools day joke! #NoPlecebo https://t.co/yrObSDZcq9
2021-04-01 21:31:40,en,"The Conversation AU: 4 ways Australia's COVID vaccine rollout has been bungled.
https://t.co/73xWvwZZJ1

""...four key mistakes, mainly caused by our leaders giving priority to a good political story over good policy."", or is it just the media hype?"
2021-04-01 21:31:38,en,"@CVaccinebot 🇳🇱 Vaccine rollout for the Netherlands 🇳🇱

🟩⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜ 10,68% (estimate)

Number of doses administered: 2.577.660

#COVID19NL #covidanalytics #Vaccination https://t.co/pOmPkvDbMt"
2021-04-01 21:31:38,en,"@CVaccinebot 🇳🇱 Vaccine rollout for the Netherlands 🇳🇱

🟩⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜ 10,68% (estimate)

Number of doses administered: 2.577.660

#COVID19NL #covidanalytics #Vaccination https://t.co/6MuDJ0ImHL"
2021-04-01 21:31:37,en,This COVID vaccine has me on my head🥴
2021-04-01 21:31:35,en,"Starting Monday, all Nevadans over the age of 16 will be eligible for the COVID-19 vaccine. Appointment slots have already started opening up around the area. Here's what you need to know: https://t.co/wJ7jp1G2Fp"
2021-04-01 21:31:35,en,Covid: Tennis bodies urge hesitant players to get vaccine https://t.co/lowbLJpNYk https://t.co/lbp4AQet1E
2021-04-01 21:31:34,en,Do you have a question about the COVID-19 vaccine? 💉 Ask us your questions in the comments below and we'll have a doctor from NYU Langone answer them on Facebook page @pix11news LIVE tonight at 6:45 p.m. https://t.co/1SZ7GB7CEt
2021-04-01 21:31:33,ro,Obligatory covid vaccine selfie https://t.co/NiYgEQQdgM
2021-04-01 21:31:32,en,"When the Lab Developing the #Covid_19 Vaccine is  ""Just a Few Suburbs away "" and  ""  LOGISTICS"" is the ISSUE !!!

Then What Happens to THE REST OF AUSTRALIA ??? 

#auspol 

https://t.co/Ilzi6DTUS8"
2021-04-01 21:31:32,en,"Caveat: Wyoming is not worst performing state, @washingtonpost vaccine tracker for Wyoming currently stuck on March 9th.

Alabama/Georgia are #50/50 and #49/50, respectively, for states in % individuals w/1+ dose.

https://t.co/8DVTsbDTyW"
2021-04-01 21:31:32,en,"Parliament..all of them are scum. Abusive coercive scum

Balance of risk says healthy under 50's don't need this vaccine.

The vaccine is likely to do more harm than Covid. https://t.co/FcUxrX4MwJ"
2021-04-01 21:31:31,und,https://t.co/BrhvYqagkF
2021-04-01 21:31:29,en,"The Moderna and Pfizer-BioNTech vaccines could offer immunity against COVID-19 for up to 2 - 3 years. However, they will most likely have to be administered annually.

Get it together America. #GetVaccinated! The more who do, the better we will all be. https://t.co/S06zBV4EQ1"
2021-04-01 21:31:29,en,"Apparently, people are reporting lucid dreaming after getting their covid vaccine. Oh... summer children... the fun you're about to have."
2021-04-01 21:31:28,en,I just got my first Covid Vaccine. That’s a W for today
2021-04-01 21:31:26,en,@StephenKing @GovRonDeSantis I'm sure he's had his covid vaccine.
2021-04-01 21:31:24,en,Chopped off a bunch of my covid hair today! Getting it repurpled in about a month when my vaccine has had time to do it's thing. https://t.co/MzgBEYBUJp
2021-04-01 21:31:22,en,First COVID-19 vaccine complete. I feel the change coming on. https://t.co/exccNixAvU
2021-04-01 21:31:21,en,"If you can get a Covid #vaccine , you can get a #VoterID #BodiesUnderBridges"
2021-04-01 21:31:19,en,.@GovernorKayIvey will be touring the ALNG mobile vaccination clinic in Wilcox County Friday morning. She will be holding a press conference at 10:45 to make an announcement on the COVID-19 vaccine rollout. Tune in! #COVID19 #alpolitics https://t.co/L5MP13Ki4b
2021-04-01 21:31:18,en,"@3_resurection @Wolf14064576 You can still get Covid , and spread it your not immune-just give you antibodies the vaccine  and they don’t know if it will stop you dying🤷‍♂️ that data will be in in 2023 .
I will see you there lol"
2021-04-01 21:31:18,en,"Want to work in Toledo, OH? View our latest opening: https://t.co/4UcpedMUNJ #cvspharmtech #pharmtech"
2021-04-01 21:31:17,en,"The Problems with the Covid vaccine appear to be Worldwide, with Politicians being the problem, in getting this vaccine out to The People.
It's disgraceful, and a Red Stain on All Politicians, around the World.
People, All around the World, are Suspicious of 'the agenda' going on"
2021-04-01 21:31:16,en,@GeraldoRivera So will we be required to renew it every year or every six months? Will we have to pay a tax To Renew it? Will our loved ones get reimbursed if we get the vaccine but then end up dying in the hospital from COVID-19? These are just questions from a concerned Citizen.
2021-04-01 21:31:16,en,"Per Rasmussen polls, 56% oppose a vaccine passport. Local news in Washington reports 102 infections, 8 hospitalizations and 2 Covid deaths among vaccinated people who would hold a vaccine passport if implemented, meaning the passport is worthless anyway. #Biden #VaccinePassports"
2021-04-01 21:31:15,und,@FlaBeJota @Skotchie3 @DrTomFrieden @taxmegan https://t.co/P8JYx1094Z
2021-04-01 21:31:13,en,How to find nearby COVID-19 vaccine locations with the Maps app https://t.co/qEfCm9UsAm https://t.co/cajwUVgmXb
2021-04-01 21:31:10,en,"Hunnybunny got her first dose today! 
#covid 
#vaccine @ Anaheim, California https://t.co/BUDpxEde9I"
2021-04-01 21:31:08,en,"🌎 Global COVID-19 vaccine rollout

⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜ 4.31% (estimate)

Vaccine doses deployed: 596M
The rollout seems to be speeding up

#COVID19 #EpiTwitter #Vaccination #PublicHealth https://t.co/Q21y2kVaj5"
2021-04-01 21:31:07,en,"🌏 Global COVID-19 vaccine rollout

⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜⬜ 4.31% (estimate)

Vaccine doses deployed: 596M
The rollout seems to be speeding up

#COVID19 #EpiTwitter #Vaccination #PublicHealth https://t.co/X2vX4IMqIO"
2021-04-01 21:31:06,en,@AislinnDavis COVID Vaccine?
2021-04-01 21:31:06,en,New Mexicans can now self-schedule second vaccine shot https://t.co/hASBFDcQTY
2021-04-01 21:31:03,es,@vicentepineda11 Coño gringo @JoeBiden cabriando con mi tío @NitoCortizo porque quitar negocio a los hps yankis invasores que sólo querer vender @PfizerUSA pero @NitoCortizo pensando mucho bien pues vaccine no alcanzando para puyando hombre 60 años que comiendo virus Covid 19.
2021-04-01 21:31:00,en,"Vaccines may help COVID-19 long-haulers by eliminating trace elements of virus, says Yale’s Akiko Iwasaki https://t.co/4PTXLBq9hg"
2021-04-01 21:31:00,en,"“This is a fight or flight response; it’s normal,” Egizio says. “We want to try to tackle those thoughts, calm the brain and body down and help people focus on their motivation to get the vaccine.” #Fox47Madison https://t.co/HIVPM7bR8G"
2021-04-01 21:30:59,en,"Having trouble getting an appointment for the COVID vaccine? If you're willing to drive to Salisbury, starting tomorrow any eligible Marylander will be able to get the shot without an appointment. @GovLarryHogan says they plan to add walk-up lines at other mass vaccination sites"
2021-04-01 21:30:59,en,"Independent pharmacists are frustrated that they are not receiving more COVID-19 vaccines, despite being the closest healthcare provider to patients living in rural areas.  
https://t.co/tYCkdLYL9n
#healthcare #coronavirus #pandemic #covidvaccines"
2021-04-01 21:30:58,und,https://t.co/kD7aoLh2jr
2021-04-01 21:30:58,en,"Career tip for landing jobs like ""Pharmacy Technician– COVID 19 Vaccine Support"" in Fremont, CA. Go on informational interviews. The best way to get a meeting with a hiring manager is to ask for an informational meeting. #cvspharmtech #pharmtech"
2021-04-01 21:30:55,en,"@CNN Too bad this guy doesn't know there is TREATMENT for Covid beyond a vaccine!! Oh, but he really does and refuses to admit it because then he would be IRRELEVANT!!! WHICH HE IS!!!"
2021-04-01 21:30:54,en,@AstorAaron @Netster3 @ABC Well you can have my vaccine. I haven't been tested for covid either. The tests have an 88%chance of even being correct.  I don't see any point in taking a experimental vaccine for something that has a 99% survival rate.
2021-04-01 21:30:51,en,@jessesingal Emmanuel Macron downplaying the effectiveness of the AstraZeneca COVID vaccine in the middle of a pandemic out of pure spite and arrogance is a fairly obvious one.
2021-04-01 21:30:49,en,"6 hour Covid vaccine update, my arm is feeling a little sore and a little stiff"
2021-04-01 21:30:47,en,"I found 46 appts at Valley

https://t.co/6wNiBhLYg6

ZocDoc account may be required. https://t.co/B5vQYNOCc5"
2021-04-01 21:30:46,en,"Almost 600 people did not attend their appointments at the Citywest Covid-19 vaccination centre on Wednesday because they had already been inoculated
https://t.co/pjobOZQpqy"
2021-04-01 21:30:43,en,"Vaccine appointments available at Walgreens Saint Louis on Apr 6. Sign up here, zip code 63104:
https://t.co/z7hLZHrEAo (as of 4:28)"
2021-04-01 21:30:43,en,"QT: ""Scientists and politicians are jointly managing public psychology, and they’re just guessing. "" https://t.co/hXdMfkCfox"
2021-04-01 21:30:42,en,"@ekc I hear if you do one pull-up for every COVID death, you aquire permanent immunity. Fuck that vaccine, Casey. Get to work. 🙃😔 https://t.co/3pOaQ6b6hW"
2021-04-01 21:30:40,en,"@JoelKatz @spqr_jay @JB0NE_ Correct, everyone is getting vaccinated for measles, smallpox etc but with the Covid vaccine there is so much drama as if it would be the end of the world.."
2021-04-01 21:30:39,en,"@mtgreenee Yeah, you still need the vaccine, my government recognises this: https://t.co/csnNODXrbe"
2021-04-01 21:30:37,en,"Thanks, @dianesavino and Jessica on your team. I submitted my request for help getting my Covid vaccine this morning and Jessica had me at a site for my first dose this afternoon!"
2021-04-01 21:30:36,en,"Ok! Thanks to leg work from @seattlechildren we have found local access to compounded zinc that is shelf stable for a month! $75/month out-of-pocket but it beats $1,100! PLUS - I just got my first covid vaccine appointment!! Red-letter day for healthcare in our house."
2021-04-01 21:30:35,en,"How the Novavax Covid-19 vaccine works
https://t.co/MlOHKHEl8o
via @JacqEHoward"
2021-04-01 21:30:33,en,Why You Can Be Forced To Get The Covid Vaccine - CNBC https://t.co/oiLabV4yQp
2021-04-01 21:30:32,en,Why You Can Be Forced To Get The Covid Vaccine - CNBC https://t.co/z3gSjr2k8m
2021-04-01 21:30:31,en,"South Carolina sees 510 new COVID-19 cases and 14 deaths Thursday

DHEC reports 2 million vaccine doses have now been distributed by the state

Read more: https://t.co/cljoA0luVw via @WSAV"
2021-04-01 21:30:31,en,"a few more friends owe me a few more hundred dollhairs....

politics is just WWE with non-creative and predictable writers.

https://t.co/4vMqE5Rq06"
2021-04-01 21:30:29,en,Report: COVID 'Vaccine Passports' Coming Quickly to the United States https://t.co/KEaO0mZDi0
2021-04-01 21:30:28,en,"@realDailyWire Vaccine passports are a business benefit. 

If you advertise your business is ""Covid Safe"" and enforcing the passport, more people are likely to trust the location to come and eat.

You'd feel safer sitting in a room with strangers if everyone needs a passport to get in."
2021-04-01 21:30:25,en,"Be patient, don’t panic: Kagwe tells Kenyans on Covid-19 vaccine
 https://t.co/EgCY8aAK83"
2021-04-01 21:30:25,en,"@WaytowichNeil Bro.

Married to ENT MD

The amount of times I have tried to get a patient post intubation to see ENT and they refuse until they are covid clear. 

Honestly imagine bragging about your husband being a profession who takes the vaccine as priority then refuses patients. EL OH EL https://t.co/DX5Tnu2LH9"
2021-04-01 21:30:21,en,@Rizabellepow March 22nd https://t.co/uo4BaDNciK
2021-04-01 21:30:19,en,God bless advisors who email you to tell you that covid vaccine registration is open for your age group.
2021-04-01 21:30:18,en,"We need more COVID-19 vaccines; how can we achieve it?

⬇️💉 Inside: what's holding back vaccine production and how we can move forward to meet demand: https://t.co/Idfw8StPCG @Yadav_supplychn @CGDev @WhitmanatSU"
2021-04-01 21:30:17,en,"@cahockey @janicesghost @LPNH Private companies requiring customers to meet conditions for service (age minimums, dress codes, and now yes the covid vaccine) are practicing THEIR rights. Isn’t that what libertarians believe? You don’t have a RIGHT to get on a privately-owned airplane."
2021-04-01 21:30:16,und,https://t.co/G14xxuC9up - #COVID19
2021-04-01 21:30:16,en,Side Effects of Covid-19 Vaccine: Why You Shouldn’t Be Surprised By What These Happened To You https://t.co/5oA64xJafh
2021-04-01 21:30:16,en,Governor Hogan Announces COVID-19 Vaccine Pre-Registration For All Marylanders 16 And Older https://t.co/F2n3VJMvc6 https://t.co/kFijjmZCYa
2021-04-01 21:30:14,en,The pharmaceutical company AstraZeneca is planning to submit data to the Food and Drug Administration in the coming weeks with the hopes of getting emergency authorization to begin administering its COVID-19 vaccine in the United States. https://t.co/8c6hhr6HoE
2021-04-01 21:30:13,en,"Since the very early hours cars lined up Thursday morning at the COVID-19 vaccine clinic in Far West El Paso.

https://t.co/zhozg9Abpn"
2021-04-01 21:30:12,en,pls send thoughts and prayers because these second covid vaccine effects have been kicking my butt all day 🤒
2021-04-01 21:30:11,en,"DYK: It’s not only age that determines if you can get COVID-19 vaccine. Depending on who you are, where you live and what health issues you have, you may also be able to book an appointment. To see if you’re currently eligible, visit: https://t.co/oD7KhtjMbV https://t.co/bNJZaa0rOJ"
2021-04-01 21:30:11,en,#COVID19 #vaccines from @moderna_tx and @pfizer  may provide immunity to both the mother and baby – antibodies to SARS-CoV-2 are detected in umbilical cord blood and breast milk of vaccinated #pregnant women https://t.co/C8B7FVNeLa #VaccinesWork https://t.co/FehC8z623l
2021-04-01 21:30:09,en,@Danielf90 Yep. Almost as good as GSK doing fill and finish of COVID vaccine at Barnard Castle.
2021-04-01 21:30:09,en,"Are you searching for a COVID-19 vaccine appointment? Here are some tips, tricks and tools that could help you land one: https://t.co/jecFiwqB77"
2021-04-01 21:30:08,en,"@ivanhoe011 @paulg The vaccinated also transmit the disease. Being vaccinated does not even prevent you from getting covid.  Sure you will have a less severe case, but same (moreso?) is true being below 20% body fat and getting enough sun.

The vaccine has not even run full clinical trials yet."
2021-04-01 21:30:08,en,"""#honest #error"" #EmoryUniversity (#Atlanta, #Georgia) MD or more fittingly, #fraudulent #researcher, #conspirator #fabricator, #backstabber, #liar, etc....

https://t.co/OQcvvKMD0o

#news #schoolofmedicine #Emory #university #neurology #surgeon #Biden #COVID 19 #vaccine https://t.co/tGIB9419oW"
2021-04-01 21:30:07,en,@jratcliff So people aren't leaving their homes for fear of the covid vaccine? I hadn't heard that.
2021-04-01 21:30:06,en,"@MichaelRosenYes They are amazing, always, but this just makes me so angry. So many of them have contracted/ are contracting (because, Dear The Guardian, it's not actually over) Covid. But were they prioritised for the vaccine? Most of them haven't had a vaccination yet."
2021-04-01 21:30:06,en,Join #NFID in partnering with @HHSGov to increase #vaccine confidence through the #COVID-19 Community Corps #WeCanDoThis #StopTheSpread https://t.co/4u4PD3AkVD https://t.co/8cNGVeTlTI
2021-04-01 21:30:06,en,"@shannyfizel @grumpy___spice 1 guy supposedly died from a vaccine, says some rando on twitter, with sources that can't even be mentioned (likely illegitimate).. meanwhile 2.82 million reported deaths from COVID worldwide. Hmm.. statistically, my research shows that getting a vaccine is the safer bet."
2021-04-01 21:30:04,en,Company at heart of Johnson &amp; Johnson COVID vaccine woes has series of citations https://t.co/Ez4tjA43yf https://t.co/nEOFXgLXNR
2021-04-01 21:30:04,und,https://t.co/YjOx864whC
2021-04-01 21:30:04,en,"As of April 3, the AstraZeneca COVID-19 vaccines will be available in select #Ottawa pharmacies for eligible people ages 55 or older in 2021. These vaccinations are separate from OPH. Find out how to book here: https://t.co/UIPMrNH5v3   

OHIP card or government ID is required! https://t.co/fIfgNZONiL"
2021-04-01 21:30:04,en,Read the latest response from AstraZeneca on the #Covid-19 vaccine supply at Anagni plant in Italy: https://t.co/bIpxuyuOuh https://t.co/QR9lWBwH1I
2021-04-01 21:30:03,en,"Perhaps we should let the States&amp;Territories handle the rollout, just like they handled Covid. The LNP Fed Gov are f***ing useless https://t.co/PNHBqKJSMz"
2021-04-01 21:30:02,en,Mitch McConnell pushes Republican men to get COVID-19 vaccine https://t.co/C1rTFluknC https://t.co/dmFfV2yoRN
2021-04-01 21:30:01,en,Additional groups in Philadelphia will be eligible for the COVID-19 vaccine starting Monday as the city plans to move into Phase 1C.​  https://t.co/BNN4lIMYrk
2021-04-01 21:30:01,en,"The pharmacies will offer the AstraZeneca vaccine to people aged 55 and over, with some locations to begin offering the vaccine as early as Saturday.​  https://t.co/C4HQ3VBjLE"
2021-04-01 21:30:01,en,"To date, only 10 per cent of the region's total population has received 1 vaccine dose, and 4 per cent has completed a full vaccine series.

https://t.co/DrsuAXlttg"
2021-04-01 21:30:00,en,"WATCH LIVE: Mayor Hancock and top health officials provide an update on the city's response to the pandemic, vaccination distribution and local planning. https://t.co/NKZJHNHhly"
2021-04-01 21:30:00,en,"Vaccine passports are already being used overseas in the return to normal as a means of minimizing the risk of spreading the virus. So could airlines, private companies, and event venues in the U.S. soon require proof of the COVID-19 vaccine for customers? https://t.co/RgZHpfpHDg"
2021-04-01 21:30:00,en,Their ongoing studies show the vaccine was 91.3% effective against COVID-19 from seven days through up to six months after the second dose. https://t.co/tDZDCsdFic
2021-04-01 21:30:00,en,ADHS is making more vaccine appointments available every Friday at 11 a.m. https://t.co/lZATLHdbEF
2021-04-01 21:30:00,en,Johnson &amp; Johnson said Wednesday a batch of vaccine made by Emergent BioSolutions can't be used because it didn't meet quality standards. https://t.co/3YCtZ0lPEp
2021-04-01 21:30:00,en,Pediatric psychologist Dr. Joyce Goins-Fernandez says she was #NotGonnaMissMyShot. She believes in the safety and effectiveness of the #COVIDVaccines and you should too. Get the facts from @uihealthcare: https://t.co/62CLpEccIM https://t.co/F6DLyGNLZ8
2021-04-01 21:30:00,en,"Before we fully understood COVID-19 or had hope of a vaccine, our frontline healthcare workers put their lives on the line. THANK YOU to all our medical professionals &amp; support staff for stepping up and being our hope at a time when it was in short supply. https://t.co/PgmAFV4Jiz"
2021-04-01 21:30:00,ja,"コロナワクチン接種率：日本は101位
そうこうしてるうちに兵庫は８割変異株

接種率ソフトはいつ完成する？
遅い分だけ仕事が確実なら良いんだけど
接触者アプリの顛末見ると、、

https://t.co/82L5PJ98YR
https://t.co/4Tuvn2m0bv"
2021-04-01 21:30:00,en,Low vaccination rates among staff at long-term-care facilities mean workers still have a higher risk of contracting COVID-19 or passing it to patients. This also complicates nursing homes’ attempt to reopen doors to visitors. https://t.co/nv6bH3j7x5
2021-04-01 21:29:59,en,Aussies eagerly waiting to get the COVID-19 jab may have to wait for as long as a year. https://t.co/qe1wYvcynh
2021-04-01 21:29:58,en,"@disequilibber Thank you - just cross-checked @CDCgov and @washingtonpost rankings for that category has an error. They have stopped including data from Wyoming as of March 9 (so it's back-dated compared to others). 

https://t.co/8DVTsbDTyW"
2021-04-01 21:29:49,en,Australia Covid vaccine tracker: how is the rollout progressing and when will you get the jab? https://t.co/YyXDs3K0QU
2021-04-01 21:29:40,en,I swear as soon as I can eat normally I'm going to destroy some kbbq. I better have a Covid vaccine by then. 🤬
2021-04-01 21:29:40,en,"NEW: Kaiser Permanente - La Medical Center Area on 05-17
Total Appointments at Location: 71
Address: 3782 W Martin Luther King Jr, Los Angeles, CA 90008
Posted @ 1617312580
https://t.co/aDCTOi72AM"
2021-04-01 21:29:39,en,"I got the COVID-19 vaccine at a CVS, and it was so fast and efficient that it's not hard to understand how the chain has already vaccinated 10 million Americans https://t.co/55WBjo439F"
2021-04-01 21:29:38,en,"first covid vaccine received, moderna boy summer incoming https://t.co/Ek1QbSl1mv"
2021-04-01 21:29:37,en,"many thanks to ⁦@LALGBTCenter⁩ for the Band-Aid🩹and oh yeah, the first dose of Covid vaccine too!🙌 https://t.co/2WlGtrkLmZ"
2021-04-01 21:29:36,en,VACCINE REGISTRY: Allegheny County has launched a website where people can sign up and pre-register for a COVID-19 vaccine appointment. https://t.co/ZTmJRlZOsU
2021-04-01 21:29:34,en,You people should not forget that your Pastor said Covid Vaccine = Twilight https://t.co/bBh41GxNwn
2021-04-01 21:29:34,en,"Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign

https://t.co/TRSvBkVb8W"
2021-04-01 21:29:33,en,"💪🏼💉   Pfizer: Trial suggests COVID-19 vaccine effective against South African variant  💉💪🏼

 https://t.co/vg6IS7XqTc"
2021-04-01 21:29:31,en,@Facebook @CDCgov @HHSGov here is an article that proves how many people in the usa has already dies from getting the covid 19 vaccine  https://t.co/2pWTAip4Ys
2021-04-01 21:29:29,en,"In a study of 2,260 U.S. volunteers ages 12 to 15, preliminary data showed there were no cases of COVID-19 among fully vaccinated adolescents. https://t.co/QurOYxmyso"
2021-04-01 21:29:29,en,Finally got the COVID vaccine
2021-04-01 21:29:28,en,I would like to thank nurse Winnie who matched my excitement perfectly as she administered my first dose of the covid vaccine today😊
2021-04-01 21:29:26,en,Native communities should avoid the Johnson &amp; Johnson COVID-19 vaccine for now https://t.co/7FOVlPCoKr
2021-04-01 21:29:25,en,I’m negative from Covid-19! Thank you science for creating the vaccine needed to keep me safe!
2021-04-01 21:29:24,en,"Fellow West Michiganders, looking to get your COVID vaccine? This works for the big vaccination center in downtown Grand Rapids, in addition to several other locations up and down the 131 corridor https://t.co/HQuKyyNdus"
2021-04-01 21:29:23,en,@lala_chirps @drmwarner @ONgov You mean all those listed in this article? https://t.co/KtWgSyc59A
2021-04-01 21:29:23,en,"Unending Erection!!!! is the new side effect of covid vaccine now. Haha.

This ""desired priapism"" may encourage more men to take the vaccine to try their luck. Haha https://t.co/NaDpz9Hu4p"
2021-04-01 21:29:23,en,"As someone who is not eligible yet in my state to receive a vaccine of course I am nervous. but I know it will save my life. Many local people however are scared of taking the vaccine. So here is something to ease your fears. it did mine. please read.
https://t.co/bma1LfJav9"
2021-04-01 21:29:22,en,Got my second COVID vaccine shot today! Woohoo! 🙌🏼🙌🏼🙌🏼
2021-04-01 21:29:18,en,"The UK is experiencing about 1 case of blood clot per day. 

47 people died per day on average from covid over the last week.

Think what you want of this vaccine but let's start putting these numbers in context, OK? https://t.co/CA14Oydzue"
2021-04-01 21:29:17,en,Second dose of the Covid Vaccine in the arm. Two weeks till I can relax a little.  Will still be wearing a mask in public though.
2021-04-01 21:29:16,en,This second covid vaccine has really knocked me out my whole body is pain. I 10/10 will appreciate and pay someone to bring me dinner. Please. we can watch a movie n chill. This couch and I are one now.
2021-04-01 21:29:15,und,https://t.co/LyR8Z8h3RQ
2021-04-01 21:29:15,en,@PatrickNova6 @Jim_Jordan Joe said he would join force with science and get Covid-19 out of America. Even with a vaccine he has failed. Trump gave hope to Americans and worked to get a vaccine which Democrats condemned but now is their only hope. Joe Biden is a sign of dryness in America
2021-04-01 21:29:13,fr,ILLEGAL!  https://t.co/5ZdZtYdFvb
2021-04-01 21:29:13,en,@CryptoKimber @TY4theHK @pede12397349 @HamEggsnSam no vaccine passport.  covid is not deadly and the vaccine is not tested.  you are advocating for crimes against humanity
2021-04-01 21:29:13,en,"@JuliaHB1 Glad to hear your good news, well done. Also more good news btw, Covid is now under vaccine control just like flu has long been."
2021-04-01 21:29:12,en,russia got a covid vaccine for animals and canada barely even has enough for humans ..?
