time,language,tweets
2021-04-01 20:35:31,en,"Puerto Rico receives an additional 58,100 doses of the Covid-19 vaccine. This is a 2.89% increase in Puerto Rico's total doses."
2021-04-01 20:35:31,en,"Well guys, after my rant last night. I went to my neighborhood Walmart and asked about COVID-19 shots and wouldn’t you know it, THEY HAD OPENINGS! So guess who’s now 1 vaccine done and got 1 more to go💯😎 https://t.co/mphEkgBziy"
2021-04-01 20:35:30,en,"Alabama receives an additional 42,910 doses of the Covid-19 vaccine. This is a 1.53% increase in Alabama's total doses."
2021-04-01 20:35:30,und,@strikeoilnow @Highroadtruth1 https://t.co/ekxMPZz3Qe
2021-04-01 20:35:30,en,"@FizeekBio @raunaksood99 What the hell. It's frightening to see so many hidden effects and silent damage.
And reinfection could make things worse.
Fortunately I still didn't catch it, and I hope I won't.
Vaccine probably helps avoiding getting Long Covid, right? That's my goal for now."
2021-04-01 20:35:30,en,"Kansas receives an additional 68,300 doses of the Covid-19 vaccine. This is a 3.82% increase in Kansas's total doses."
2021-04-01 20:35:30,en,"finally some reporting on how much the Maryland governor is screwing up the vaccine distribution in the state 

As Nation Speeds to Vaccinate All, Maryland’s Path Shows Challenges Ahead https://t.co/zFzr2RTxAT"
2021-04-01 20:35:29,en,"Illinois receives an additional 276,840 doses of the Covid-19 vaccine. This is a 3.69% increase in Illinois's total doses."
2021-04-01 20:35:29,en,"Our Chairman, @AlexHuskey_ , just received his Covid-19 vaccine. 
Thanks to @GovKemp for expanding vaccine distribution to anyone over the age of 16. We encourage everyone to check out @GaDPH for more information on where you can get yours! #gapol #CovidVaccine https://t.co/aWaJiLPJSO"
2021-04-01 20:35:29,en,"Wisconsin receives an additional 43,940 doses of the Covid-19 vaccine. This is a 1.31% increase in Wisconsin's total doses."
2021-04-01 20:35:29,en,"Minnesota receives an additional 79,120 doses of the Covid-19 vaccine. This is a 2.47% increase in Minnesota's total doses."
2021-04-01 20:35:29,en,"So thankful my mom finally has an appointment for her first COVID vaccine. The way I've been stressing about this! And she has been stressed too. Wish it wasn't so hard for people like my mom without smart phones to make appointments, but perseverance paid off."
2021-04-01 20:35:28,en,Virginia law denies benefit to some healthcare workers who refuse COVID-19 vaccine https://3.16.251.15/2021/04/02/virginia-law-denies-benefit-to-some-healthcare-workers-who-refuse-covid-19-vaccine/
2021-04-01 20:35:28,en,"South Carolina receives an additional 118,700 doses of the Covid-19 vaccine. This is a 4.14% increase in South Carolina's total doses."
2021-04-01 20:35:28,en,"Arizona receives an additional 61,910 doses of the Covid-19 vaccine. This is a 1.44% increase in Arizona's total doses."
2021-04-01 20:35:28,en,@michellekearnel You can also try more pharmacies now. Number of locations expanded today and many more slots opening up for everyone 55+. Big shipment of AZ coming in from USA https://t.co/eg2i7t5Qkk
2021-04-01 20:35:28,en,"Virginia receives an additional 81,870 doses of the Covid-19 vaccine. This is a 1.67% increase in Virginia's total doses."
2021-04-01 20:35:27,en,"California receives an additional 627,990 doses of the Covid-19 vaccine. This is a 2.65% increase in California's total doses."
2021-04-01 20:35:27,en,"Pennsylvania receives an additional 106,640 doses of the Covid-19 vaccine. This is a 1.39% increase in Pennsylvania's total doses."
2021-04-01 20:35:26,en,"Hawaii receives an additional 30,890 doses of the Covid-19 vaccine. This is a 3.21% increase in Hawaii's total doses."
2021-04-01 20:35:26,en,"Washington receives an additional 76,650 doses of the Covid-19 vaccine. This is a 1.71% increase in Washington's total doses."
2021-04-01 20:35:26,en,This is the furthest thing from an original take but your covid vaccine April Fools jokes are trash and you should feel bad about them
2021-04-01 20:35:26,fr,"Le vaccin permet, en théorie, de limiter les cas graves mais n’empêche pas forcément de contracter le Covid-19.
Il a dit quoi #Macron
Vacciné, Vacciné, Vacciné.. 
#Vaccin #AstraZeneca https://t.co/lfiJ0k5LPi"
2021-04-01 20:35:26,en,"Ohio receives an additional 273,450 doses of the Covid-19 vaccine. This is a 3.95% increase in Ohio's total doses."
2021-04-01 20:35:25,en,"Maryland receives an additional 131,040 doses of the Covid-19 vaccine. This is a 3.67% increase in Maryland's total doses."
2021-04-01 20:35:25,en,"Iowa receives an additional 79,660 doses of the Covid-19 vaccine. This is a 4.39% increase in Iowa's total doses."
2021-04-01 20:35:24,en,"Georgia receives an additional 324,500 doses of the Covid-19 vaccine. This is a 5.62% increase in Georgia's total doses."
2021-04-01 20:35:24,en,"Rhode Island receives an additional 20,590 doses of the Covid-19 vaccine. This is a 3.15% increase in Rhode Island's total doses."
2021-04-01 20:35:24,en,"Massachusetts receives an additional 126,570 doses of the Covid-19 vaccine. This is a 2.96% increase in Massachusetts's total doses."
2021-04-01 20:35:23,en,4 ways Australia's COVID vaccine rollout has been bungled https://t.co/riUPAFe8TJ via @ConversationEDU
2021-04-01 20:35:23,en,"Texas receives an additional 234,230 doses of the Covid-19 vaccine. This is a 1.46% increase in Texas's total doses."
2021-04-01 20:35:23,en,"Tennessee receives an additional 127,110 doses of the Covid-19 vaccine. This is a 3.34% increase in Tennessee's total doses."
2021-04-01 20:35:23,en,"#Pfizer, BioNTech Release Newest Topline Data for #COVID19 #Vaccine
https://t.co/dHEkb4nfkQ https://t.co/uevc9BOFqc"
2021-04-01 20:35:22,en,"North Carolina receives an additional 190,240 doses of the Covid-19 vaccine. This is a 3.14% increase in North Carolina's total doses."
2021-04-01 20:35:22,en,"New Jersey receives an additional 182,740 doses of the Covid-19 vaccine. This is a 3.49% increase in New Jersey's total doses."
2021-04-01 20:35:22,en,"Delaware receives an additional 28,940 doses of the Covid-19 vaccine. This is a 4.88% increase in Delaware's total doses."
2021-04-01 20:35:21,en,"Mississippi receives an additional 79,610 doses of the Covid-19 vaccine. This is a 4.69% increase in Mississippi's total doses."
2021-04-01 20:35:21,en,"Indiana receives an additional 55,600 doses of the Covid-19 vaccine. This is a 1.57% increase in Indiana's total doses."
2021-04-01 20:35:20,en,"Utah receives an additional 62,940 doses of the Covid-19 vaccine. This is a 3.87% increase in Utah's total doses."
2021-04-01 20:35:20,en,"@mattiegiles Hey Matt, Livingston County is a tough one right now. I'll keep an eye out for ya! CVS has vaccines in Brighton, appointments usually open at midnight -- could be your best bet. https://t.co/sG4L8S4TIO"
2021-04-01 20:35:20,en,"UPDATE 4 P.M. THURSDAY
OFFICIALS WITH GRRO INFORM WIZS NEWS THIS EVENT HAS BEEN CANCELLED.
""(Friday's) COVID Vaccination...
https://t.co/8pAjGLDBAu https://t.co/Xn3O9r8N4r"
2021-04-01 20:35:20,en,"Nebraska receives an additional 34,670 doses of the Covid-19 vaccine. This is a 3.01% increase in Nebraska's total doses."
2021-04-01 20:35:20,en,"Michigan receives an additional 38,010 doses of the Covid-19 vaccine. This is a 0.65% increase in Michigan's total doses."
2021-04-01 20:35:19,en,"Oregon receives an additional 33,340 doses of the Covid-19 vaccine. This is a 1.36% increase in Oregon's total doses."
2021-04-01 20:35:19,en,"Montana receives an additional 18,000 doses of the Covid-19 vaccine. This is a 2.66% increase in Montana's total doses."
2021-04-01 20:35:18,en,"New Hampshire receives an additional 29,320 doses of the Covid-19 vaccine. This is a 3.72% increase in New Hampshire's total doses."
2021-04-01 20:35:18,en,"Maine receives an additional 49,620 doses of the Covid-19 vaccine. This is a 6.0% increase in Maine's total doses."
2021-04-01 20:35:18,en,"Arkansas receives an additional 50,740 doses of the Covid-19 vaccine. This is a 2.88% increase in Arkansas's total doses."
2021-04-01 20:35:17,en,Got my first round of the covid vaccine!!!! WOOHOO!!!!!!
2021-04-01 20:35:17,en,"Kentucky receives an additional 35,660 doses of the Covid-19 vaccine. This is a 1.39% increase in Kentucky's total doses."
2021-04-01 20:35:17,en,@MommyGearest @houseofkerrs @LeeAbbamonte I had covid last year and my first vaccine dose caused a really robust response to say the least.
2021-04-01 20:35:17,en,"New York receives an additional 264,030 doses of the Covid-19 vaccine. This is a 2.22% increase in New York's total doses."
2021-04-01 20:35:17,en,"Colorado receives an additional 129,390 doses of the Covid-19 vaccine. This is a 3.89% increase in Colorado's total doses."
2021-04-01 20:35:16,en,"Wyoming receives an additional 14,490 doses of the Covid-19 vaccine. This is a 3.83% increase in Wyoming's total doses."
2021-04-01 20:35:16,en,i'm immunocompromised with no doctor on the west coast and need a covid vaccine? https://t.co/8BR2JGzh19
2021-04-01 20:35:16,en,"Louisiana receives an additional 89,170 doses of the Covid-19 vaccine. This is a 3.28% increase in Louisiana's total doses."
2021-04-01 20:35:15,en,"Florida receives an additional 108,710 doses of the Covid-19 vaccine. This is a 0.83% increase in Florida's total doses."
2021-04-01 20:35:15,en,"Vermont receives an additional 15,060 doses of the Covid-19 vaccine. This is a 3.6% increase in Vermont's total doses."
2021-04-01 20:35:15,en,"#Easter2021 

Our team will in the respiratory clinic providing assessments &amp; covid testing.  

PLUS 

Administering vaccine to 291 booked patients via our immunisation clinic

Will be a busy day!

Looking forward to the cake 😃💕🐰

#GPsCan #covid19qld https://t.co/ilVBbGzQyq"
2021-04-01 20:35:14,en,"Washington, D.C. receives an additional 10,640 doses of the Covid-19 vaccine. This is a 2.07% increase in Washington, D.C.'s total doses."
2021-04-01 20:35:14,en,"Uh, @DrMarkSiegel,  this is complete horse crap. I should not need a vaccine or home test kit to be able to exercise my constitutionally guaranteed freedoms, especially for a virus with a 1% mortality rate. https://t.co/oOzq40HjWu #COVID19 #paranoia #cowardice"
2021-04-01 20:35:14,en,"my dad’s doctors are very on top of that. But Covid...She said that his doctors have advised not to get the Covid vaccine yet because of a chemo drug he’s on that specifically targets some type of cells that don’t interact well with the vaccine.

Will have to look into this more."
2021-04-01 20:35:14,en,"Oklahoma receives an additional 70,660 doses of the Covid-19 vaccine. This is a 2.64% increase in Oklahoma's total doses."
2021-04-01 20:35:13,en,"South Dakota receives an additional 19,900 doses of the Covid-19 vaccine. This is a 3.22% increase in South Dakota's total doses."
2021-04-01 20:35:12,en,"North Dakota receives an additional 13,930 doses of the Covid-19 vaccine. This is a 3.0% increase in North Dakota's total doses."
2021-04-01 20:35:11,en,"Connecticut receives an additional 58,140 doses of the Covid-19 vaccine. This is a 2.4% increase in Connecticut's total doses."
2021-04-01 20:35:11,en,"@MyBigRedTruck If you look up the word covid-19 or vaccine in YouTube, you'll see a plethora of videos making anti-vaxx arguments. 

Just be careful. They use some real information and pepper it with false information to make the false info look valid."
2021-04-01 20:35:11,en,"New Mexico receives an additional 43,750 doses of the Covid-19 vaccine. This is a 3.03% increase in New Mexico's total doses."
2021-04-01 20:35:11,en,"West Virginia receives an additional 16,000 doses of the Covid-19 vaccine. This is a 1.41% increase in West Virginia's total doses."
2021-04-01 20:35:10,en,Marjorie Taylor Greene's Bill Would Allow People to Sue for COVID-19 Vaccine Discrimination https://t.co/5PCvKapr2B
2021-04-01 20:35:10,en,"Alaska receives an additional 14,600 doses of the Covid-19 vaccine. This is a 2.43% increase in Alaska's total doses."
2021-04-01 20:35:07,en,.@FortuneMagazine's @MorrisatLarge warns about the rise of counterfeit and forged #COVID19 vaccination cards and negative test results: https://t.co/hVoehis9C8
2021-04-01 20:35:05,en,"#COVID19 #vaccines FAQ:

Q: Do #mRNA #vaccines or the #Janssen vaccine cause #infertility?
A: NO. None of these #vaccines can alter #DNA or damage eggs/sperm. Studies are ongoing in #pregnant women.

#RealTimeCOVID19 @acog @IDSAInfo 

Check out more FAQs: 
https://t.co/wlaKsuagVX"
2021-04-01 20:35:04,en,"In studies and research, women and girls produce more infection-fighting antibodies than men when they get vaccinations for influenza, yellow fever, rabies, hepatitis A and B, and MMR (measles, mumps and rubella), @RosemaryJMorgan says. https://t.co/UzIGUXh0Tm"
2021-04-01 20:35:03,en,"“Are We Much Too Timid in the Way We Fight Covid-19? 
The debate among doctors, epidemiologists and economists is still going strong.” 

@ezraklein is a Columnist for @NYTOpinion 
https://t.co/wvwv4uO3Tk https://t.co/aUanPnbrV1"
2021-04-01 20:35:03,en,"Today, we announced the Shelby County COVID-19 Community Council. We're looking for ambassadors who can provide their networks with information about COVID-19, the vaccine, and how to access available resources.

Learn more and apply now: https://t.co/EQVvy21lQQ https://t.co/OxED8uk8uB"
2021-04-01 20:35:03,en,"New in Debate Club: should individuals be able to buy the covid-19 vaccine? 

https://t.co/IHSAbSEpur https://t.co/HsaKJGqVdt"
2021-04-01 20:35:03,en,30% of Californians have received COVID-19 vaccine dose. 'It transforms everything' https://t.co/Hdrta8JZZO
2021-04-01 20:35:02,ar,"قالت شركة فايزر إن لقاحها ضد فيروس #كورونا كان فعالًا بنسبة 100٪ في الوقاية من #كوفيد_19 لدى الأطفال الذين تتراوح أعمارهم بين 12 و 15 عاماً

وقال الرئيس التنفيذي للشركة إن الشركة تخطط لتقديم بيانات اللقاح الجديدة إلى إدارة الغذاء والدواء في أقرب وقت ممكن

https://t.co/eOAIzRVMc1 https://t.co/e4L1zHJkAj"
2021-04-01 20:35:02,en,30% of Californians have received COVID-19 vaccine dose. 'It transforms everything' https://t.co/qfpbSJHeQ5
2021-04-01 20:35:01,en,On the day I get a COVID vaccine I learn all my pandemic weight went to boobs. 😣 as if I haven’t already spent a small fortune on bras
2021-04-01 20:35:00,en,"@TyneHealth how do adults living with immunosuppressed individuals book a covid vaccine, GP unable, and 119 can’t, despite it being all over the news for days???"
2021-04-01 20:35:00,und,@strikeoilnow @Highroadtruth1 https://t.co/0L52DinXun
2021-04-01 20:34:59,en,"Considering that black people get COVID-19 moreso than white people, why aren’t vaccine passports racist?"
2021-04-01 20:34:58,en,If ur a current patient at UT health &amp; trying to get ur covid vaccine sign into mychart and it’s on the home page to schedule one🥳
2021-04-01 20:34:55,en,"@Dementia_Joe_ @ABC @JoeBiden @POTUS To be clear: 1) You think COVID started on 4/1? 2) Youre saying Biden has personally murdered 159,644 people? And 3) Trump created the vaccine in his own lab? Just want to make sure I understand the lunacy level Im dealing with, thank you."
2021-04-01 20:34:52,en,Yay I’m getting my covid vaccine next week! 🥳🥳🥳
2021-04-01 20:34:52,en,"Coronavirus in Illinois updates: Cook County releasing 22000 first-dose COVID-19 vaccine ...  #covid19 #coronavirus 

https://t.co/tsXCAfsvDS"
2021-04-01 20:34:51,en,"Officials say about 100,000 new COVID-19 vaccine appointments were available today and that supply will outpace demand by late April.

Still, officials say to be patient and check back regularly if you can't find a slot.
https://t.co/jbnBWd5gKC"
2021-04-01 20:34:50,en,"yes-as ""Meat: is a trusted voice in the community #Bacon  Institute Becomes Founding Member of National COVID-19 Community Corps to Accelerate Vaccine Push https://t.co/aqxwhpw2Pm"
2021-04-01 20:34:49,en,"@stfl2341 don't eat carbs, that's my COVID vaccine..."
2021-04-01 20:34:48,en,"I can't believe I'm hearing this.  What about long covid.  

Chris Whitty says 25k Covid deaths a year would be tolerable – UK to treat virus like flu https://t.co/Fw3JURYErr"
2021-04-01 20:34:47,en,"@SPeitsch @ezraklein The vaccine is 100% effective against hospitalization and death. That small % who tested positive after getting the vaccine had mild or asymptotic cases. 

The chance of catching COVID a second time is only about 17% according to UK study and again is usually mild or asymptotic."
2021-04-01 20:34:45,en,"In the time that I was getting Coop a post-vaccine shake (11 year old shots, not covid), the Reds gave up six runs. Don't know if that says more about UDF's service or the Reds"
2021-04-01 20:34:44,en,Just got my COVID vaccine!
2021-04-01 20:34:44,en,"@DieHard_Jazz @tchavis64 @WhitlockJason Exactly. It's disgusting how they package it too. Biden even said the same thing about getting online and arranging a Covid vaccine. It makes me mad as an American that he can say that, twist it around, play the minority communities like that, and get away with it."
2021-04-01 20:34:44,en,"@murphey_eric For the $ENZC newbies:

1 - Publicly announced they are working on a COVID-19 vaccine. Look at what happened with $NVAX that was also at 
@TAMU
 
2 - Using AI to develop vaccines and treatments for dozens of diseases #HIV 

3 - Up-listing within weeks

✋💎🤚
✋🦄🤚"
2021-04-01 20:34:38,en,again @pow_rebecca conflicts of interest emerge..another vaccine manufacturer with links to Bill &amp; Melinda Gates Foundation &amp; GAVI..a pattern emerging yet for you? It’s all very messy..but...#ivermectinworks https://t.co/7WDIGApPEi
2021-04-01 20:34:38,pl,"@VoodooZbcd @PioSzlachtowicz Źródła? to żadna tajemna wiedza. Dla leni podaję:👇
https://t.co/aUA2TPrHL3
https://t.co/N732Abt4PX"
2021-04-01 20:34:36,en,Liked on YouTube: COVID-19 Vaccine Dashboard Overview... https://t.co/v93g9bm4A6
2021-04-01 20:34:36,en,"COVID cases, deaths in nursing homes down by more than 90% after vaccine rollout: Report https://t.co/6v0ID2RJZt"
2021-04-01 20:34:35,en,"Chris Whitty says Britain will treat Covid 'like the flu' in future but warns we will be vulnerable to disease for another TWO YEARS and says a vaccine-resistant variant WILL emerge
Then we are DOOMED and proof virus was....
 Made in China."
2021-04-01 20:34:33,en,"@brianjjackson @Mark_Goldberg @TimesofIsrael Agreed. We'll know more in time, maybe by next flu season - and I suspect if evidence shows we need boosters, they'll quickly develop a combo flu/covid vaccine."
2021-04-01 20:34:30,en,"@NTCouncilTeam how do adults living with immunosuppressed individuals book a covid vaccine, GP unable, and 119 can’t, despite it being all over the news for days???"
2021-04-01 20:34:29,en,no joke i think that vaccine got me sick🥴 my mom was so against getting it. she’s like “you know the vaccine gets people sick.” and i’m like “well covid kills so i’d rather be sick for a lil” and here we are🤒
2021-04-01 20:34:24,en,"@yhprumaras I'm sure you've heard it a million times, but the COVID vaccine was one of the most painless shots I've ever gotten. Compared to the flu shot, hep B, tetanus, and every shot I can remember lol. Don't be afraid to make them aware you have severe needle phobia!"
2021-04-01 20:34:19,en,#100daysofgratitude // Day 76: Got my first COVID-19 vaccine!
2021-04-01 20:34:18,en,"@JimWatsonOttawa @cathmckenna @JustinTrudeau can you please explain to me why health care workers are getting 1 dose of the vaccine,are getting sick from covid for example at the Heart Institute and you are vaccinating aboriginals working from home with 2 doses. I am disgusted."
2021-04-01 20:34:10,en,"My family and I will not take the Covid vaccine, It’s not healthy – Apostle Suleman says https://t.co/QDZX5QUcg4"
2021-04-01 20:34:09,fr,".@Jefffillion, savais-tu qu'on vaccine *les animaux"" dans les zoos à Oakland?

https://t.co/WOu4UDh9CC"
2021-04-01 20:34:07,en,Just got my first dose of the COVID vaccine 🥳
2021-04-01 20:34:05,en,Join us in April as we observe National Minority Health Month with @MinorityHealth and other @COVID_19Network partners and share how we can help communities get #VaccineReady. Learn what role we play in raising vaccine confidence: https://t.co/QMvPVSQeGb #NMHM2021 https://t.co/QuWxu5pfjm
2021-04-01 20:34:04,en,Tell a Lib that COVID is worse than the vaccine. I bet you can trick them! https://t.co/k0JjZ0nkKQ
2021-04-01 20:34:03,en,"Beltway Insider: Biden, GOP Shuffle, Georgia, COVID Totals, Vaccine, Legal Rape, Violence, Immigration, Olympics https://t.co/De9VLWf4go"
2021-04-01 20:34:02,en,IDSA spokesperson @AnnaKPerson discusses COVID vaccines with @wdefnews12 in Chattanooga yesterday during a media tour with the @AdCouncil to connect people with the information they need to make informed decisions. https://t.co/dcDHuNfg2s
2021-04-01 20:33:59,en,"Real-world vaccine data confirms clincial trial research, with both Moderna and Pfizer vaccines preventing more than 80% of new infections. - https://t.co/DOfHZXwBuq"
2021-04-01 20:33:54,en,i got my 1st covid vaccine yall 😩😩
2021-04-01 20:33:52,en,"You tell somebody go get your shot on #AprilFoolsDay &amp; then tell 'em they're getting the 
'little known, just approved"" 
Flintstone's Chewable Covid Vaccine
and you gonna git some vaxx skepticism."
2021-04-01 20:33:51,en,"Now on the COVID-19 Vaccine waiting list!!! Woohoo!

I'm still waiting, essentially, but now someone KNOWS I'm waiting. So I guess that's an upgrade. I'll take it!"
2021-04-01 20:33:50,en,"@karlymarxthedog @bolshevik_bee Dr. Alessandro Santin: has seen ivermectin work at every stage of COVID preventing it, eliminating early infection, quelling the destructive cytokine storm/ CS in late infection, and helping many patients. Prof Cahill warns abt CS as a vaccine outcome, Yeadon abt lack of research"
2021-04-01 20:33:49,en,just got a covid vaccine appointment. i’m nothing like y’all
2021-04-01 20:33:47,en,"""That's a huge stinkin' deal!"" -- Baylor's Friendly Neighborhood Epidemiologist, Emily Smith
https://t.co/hLk6ZEmgBU via @baptist_news"
2021-04-01 20:33:47,en,"Questions about COVID-19 vaccinations?

We invite you to a free webinar to answer all your questions about the COVID-19 vaccine.

📆Wed, 14 April 2021
🕔5-6pm

Book your place here:
https://t.co/EGjTv5OOJA"
2021-04-01 20:33:45,und,https://t.co/b2i2sDG957
2021-04-01 20:33:43,en,Funny how Americans idolize super heroes that put themselves at risk to save the planet/universe but at the same time won’t get the covid vaccine cuz it’s “scary”
2021-04-01 20:33:42,en,"Should Florida  wait until April 5 to open up vaccine eligibility to 16+? #Covid cases are rising, variants are rising and there's plenty of vaccines available statewide. Some @fema sites are underperforming. #UnlocktheVaccines @JaredEMoskowitz #ThisIsOurShot https://t.co/TEYEUTywuv"
2021-04-01 20:33:41,und,https://t.co/znSZzcWpbz
2021-04-01 20:33:38,en,"@DrZoeHyde and people like me who have had long covid for 13 months feel weighed down with the clapping and celebrating by the government for its success in the vaccine rollout.  Everyday I am in pain.
13 months is a long time."
2021-04-01 20:33:37,en,"James J. Peters VAMC in the Bronx will be offering the COVID-19 Moderna Vaccine to Veterans, Spouses, and Caregivers on April 3rd  from 8:00AM to 1:00PM. Veterans DO NOT have to be enrolled in VA healthcare in order to get the vaccine. #Veterans #Vaccine #JohnJayCollege #VAClinic https://t.co/KWzmihy7tP"
2021-04-01 20:33:37,en,"@GovInslee @WAplanfinder Great!! Now, why is the state holding a full 20% of our small vaccine allotment in reserve while so many vulnerable people are still waiting to be eligible?

https://t.co/fJfMFlEuhw"
2021-04-01 20:33:33,en,"@AbikarDr, Minister of Health today met with @AmSOMQuiJia, Chinese Ambassador in Somalia. 
China is providing Vaccines to 53 Countries including Somalia. Sinovac vaccine will help Somalia against COVID-19. @AbikarDr expressed her gratitude to Amb &amp; the Goverment of China. https://t.co/eq1zRBUbPj"
2021-04-01 20:33:31,en,Covid vaccine appointment booked ✅
2021-04-01 20:33:30,en,This covid vaccine said April Fools!! Here are all your side effects!! https://t.co/7e8Hwp7oul
2021-04-01 20:33:30,und,@katywh20 @kgopinion https://t.co/KfgfxWes6F
2021-04-01 20:33:29,en,"@CBCNews https://t.co/Y5HLNCcTQ3

How about report on the failure of @JustinTrudeau"
2021-04-01 20:33:28,und,https://t.co/n1QQsW4SOQ
2021-04-01 20:33:25,en,Woman suffers agonizing rash after Oxford-AstraZeneca COVID vaccine https://t.co/rypWyUVXHw via @nypost
2021-04-01 20:33:25,en,"15 million J&amp;J COVID Vaccines Thrown Away After Ingredient Mix-Up With AstraZeneca

#FarrakhanWarns #DNTTV💉
https://t.co/O7JuECoXuK"
2021-04-01 20:33:25,en,@ladysov Ps. The 2 weeks figure is when they say you get full immunity from the vaccine but we still have to wear manks and social distance which im okay with until covid really over and done with https://t.co/mq6YsJ0klm
2021-04-01 20:33:24,en,Unexpectedly got my COVID-19 vaccine today. Yay! https://t.co/mnecxG49Gc
2021-04-01 20:33:23,en,Pfizer and BioNTech: Vaccine is 91% effective against COVID-19 https://t.co/LqXz6L32Ym   #BankingAndFinanceNews #COVID19 #Online #Banking #Bank #Business #Services #Finance #Home #Money #Loan #Lease #Lending #Markets Please Retweet
2021-04-01 20:33:20,und,@Greatunclebob @ReignCoates https://t.co/SWQAYM3RUW
2021-04-01 20:33:17,en,"Today I got my last round of the COVID-19 vaccines. I’m thankful for science and vaccines. Also, I didn’t get vaccinated for myself. I got vaccinated for my family, coworkers, neighbors, and mostly my students. When you have the chance please go and get the vaccine. https://t.co/T2YK0WB4qn"
2021-04-01 20:33:16,en,COVID-19 Survivors Might Need Just One Dose of Two-Part Vaccine https://t.co/GJWox1c33q
2021-04-01 20:33:13,en,"welp, covid vaccine shot 1/2 officially done."
2021-04-01 20:33:12,en,Got my first Covid-19 vaccine shot today! After the initial Windows update I haven’t noticed any issues at all. #GetVaccinated https://t.co/WDQlufIkdk
2021-04-01 20:33:12,en,Apparently I cannot get a covid vaccine for my 80+year old parents because people from the city are coming up here to get their vaccines because they cannot get them in the city. C'mon NS! You can do better than that! #vaccinedistribution #annapolisvalley
2021-04-01 20:33:11,en,"@TheOddJobBob @3allotmentsgirl @FloristMiss @AvonandsomerRob AZ figures on various reports from clinical trials, https://t.co/edrkyoI7lP for example.
Other realise sources of information:

https://t.co/DOQQJJXOuZ
https://t.co/eoSvTinM9p

This is mostly Ox/AZ information, however I understand that the Pfizer vaccine has a similar efficacy."
2021-04-01 20:33:11,en,"Covid: Tennis bodies urge hesitant players to get vaccine https://t.co/nr95fuADJV

#Covid #Coronavirus"
2021-04-01 20:33:10,en,Covid: Tennis bodies urge hesitant players to get vaccine https://t.co/Uxn5TZYcHK https://t.co/IuSyqLsxWt
2021-04-01 20:33:10,en,@RealDLHughley the vaccine doesn’t keep you from contracting Covid
2021-04-01 20:33:10,en,"Every now and then, a good column appears. High praise for @ATabarrok in this one. 

It’s not all about microbiology and epidemiology. You need people calculating risks and, sometimes, encouraging them to achieve that better result

https://t.co/VRskhvHStS"
2021-04-01 20:33:09,en,"Ashtabula County Medical Center and the Ashtabula City Health Department are joining forces to offer a large COVID-19 vaccine clinic for the community.

https://t.co/QlL3pwRktv"
2021-04-01 20:33:05,en,"This SPUTNIK VACCINE from RUSSIA, the way I'm seeing it, is another COVID-19  SCANDAL in the making. And with the FATHER OF SCANDALS  being the only one in government and of course in the whole country using it, I'll not be shocked...#NewsGang"
2021-04-01 20:33:04,en,"All Marylanders ages 16+ can now pre-register for a #COVID19 vaccine, via @wjz. 
https://t.co/lmo9rZOp7Y"
2021-04-01 20:33:03,en,@duaaartee seriously!! i’m like maaaammm please weigh the long term effects on your body due to covid vs temporary reactions and side effects from a vaccine!! 😩😩
2021-04-01 20:33:03,en,Jordan- JFDA affirms effectiveness of AstraZeneca COVID vaccine https://t.co/lDZ3kQbtp5 https://t.co/afagrzReTc
2021-04-01 20:33:02,th,ปธน.ไบเดน เปิดตัวแผนงานใหม่เพื่อกระตุ้นประชาชนให้เข้ารับวัคซีนต้านโควิด-19 https://t.co/qyHn705QjW
2021-04-01 20:33:01,en,Anybody else out there feel very lethargic and weak after their first Covid Vaccine?!? I’m out here on the courts and I’m dragging.
2021-04-01 20:33:01,de,"@BachmannRudi @henningtillmann @polenz_r @ArminLaschet @hendrikstreeck Den Ansatz beim Impfstoff nicht zu verfolgen, ist aus heutiger Sicht sehr merkwürdig. Die Dauer des Schadens war von Anfang klar: 

""In the case of COVID-19, it will be at least a 12-18 months before a vaccine is available"" 

n/2"
2021-04-01 20:33:00,en,Is the COVID-19 vaccine safe for children? And does lockdown contribute to weight gain? Check out these stories and more on @laoneill111's weekly COVID update. https://t.co/sBlDAndvr2
2021-04-01 20:32:59,en,The eligibility for Coivd-19 vaccinations has expanded once more for Florida residents. Clink the link below to find out more. https://t.co/yF17bfivsT
2021-04-01 20:32:59,en,"While I'm at it with stuff I don't get anytime soon, how about a covid vaccine"
2021-04-01 20:32:55,en,"Zoom University, Class of 2021 🎓👩🏼‍🎓

Class of 2021 COVID Stickers are available on #DoReMiDesignsCo NOW! 

https://t.co/rje6VO1NBC

#Etsy #Handmade #SmallBusiness #ShopSmall #COVID #Classof2021 #Grad #Graduation #coronavirus #covid19 #zoom #mask #vaccine https://t.co/6cZfbCtnC6"
2021-04-01 20:32:55,und,@SW_PublicHealth https://t.co/GB6TblP028
2021-04-01 20:32:55,en,"@GovMurphy @OCpublichealth @NJDeptofHealth Dtr#2 trying 2book COVID vaccine appt online.
Sites are FULLY BOOKED.
Availability, is said to be obtainable 4ALL wishing 2be vaccinated, as of May 01.
Today is April 01.
I’ll address this again on May 01, if she cannot secure an appt."
2021-04-01 20:32:54,en,I GOT MY COVID VACCINE
