location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,Region,Income group,new_cases,new_deaths,reproduction_rate,aged_65_older,hospital_beds_per_thousand,population,population_density,median_age,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,life_expectancy,human_development_index,pop_vax_percent,cluster
Ecuador,ECU,2021-03-06,0.0,0.0,0.0,0.0,5313.0,Latin America & Caribbean,Upper middle income,1873.0,23.0,1.01,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-07,0.0,0.0,0.0,0.0,4968.0,Latin America & Caribbean,Upper middle income,1560.0,19.0,1.01,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-08,74472.0,68244.0,6228.0,0.0,4623.0,Latin America & Caribbean,Upper middle income,115.0,4.0,1.01,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.04,1
Ecuador,ECU,2021-03-09,75258.0,69030.0,6228.0,786.0,3916.0,Latin America & Caribbean,Upper middle income,496.0,26.0,1.01,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.04,1
Ecuador,ECU,2021-03-10,0.0,0.0,0.0,0.0,4572.0,Latin America & Caribbean,Upper middle income,1727.0,36.0,1.02,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-11,95915.0,89687.0,6228.0,0.0,5228.0,Latin America & Caribbean,Upper middle income,1116.0,23.0,1.02,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.04,1
Ecuador,ECU,2021-03-12,123176.0,116948.0,6228.0,27261.0,7433.0,Latin America & Caribbean,Upper middle income,1259.0,65.0,1.04,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.04,1
Ecuador,ECU,2021-03-13,139359.0,119222.0,20137.0,16183.0,9586.0,Latin America & Caribbean,Upper middle income,1450.0,22.0,1.05,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.11,1
Ecuador,ECU,2021-03-14,0.0,0.0,0.0,0.0,9559.0,Latin America & Caribbean,Upper middle income,1555.0,21.0,1.06,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-15,141191.0,121054.0,20137.0,0.0,9531.0,Latin America & Caribbean,Upper middle income,277.0,4.0,1.08,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.11,1
Ecuador,ECU,2021-03-16,0.0,0.0,0.0,0.0,10318.0,Latin America & Caribbean,Upper middle income,356.0,19.0,1.09,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-17,0.0,0.0,0.0,0.0,9742.0,Latin America & Caribbean,Upper middle income,2744.0,41.0,1.11,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-18,0.0,0.0,0.0,0.0,9166.0,Latin America & Caribbean,Upper middle income,1831.0,33.0,1.12,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-19,0.0,0.0,0.0,0.0,6172.0,Latin America & Caribbean,Upper middle income,2214.0,79.0,1.12,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-20,0.0,0.0,0.0,0.0,4759.0,Latin America & Caribbean,Upper middle income,1225.0,23.0,1.11,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-21,178970.0,140765.0,38205.0,0.0,5528.0,Latin America & Caribbean,Upper middle income,1730.0,16.0,1.11,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.22,1
Ecuador,ECU,2021-03-22,0.0,0.0,0.0,0.0,5632.0,Latin America & Caribbean,Upper middle income,253.0,27.0,1.11,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-23,182261.0,143614.0,38647.0,0.0,4968.0,Latin America & Caribbean,Upper middle income,719.0,26.0,1.11,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.22,1
Ecuador,ECU,2021-03-24,191179.0,152526.0,38653.0,8918.0,5342.0,Latin America & Caribbean,Upper middle income,3237.0,36.0,1.12,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.22,1
Ecuador,ECU,2021-03-25,0.0,0.0,0.0,0.0,7271.0,Latin America & Caribbean,Upper middle income,1849.0,42.0,1.11,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-26,230770.0,172413.0,58357.0,0.0,9199.0,Latin America & Caribbean,Upper middle income,2795.0,50.0,1.1,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.33,1
Ecuador,ECU,2021-03-27,235000.0,174642.0,60358.0,4230.0,8904.0,Latin America & Caribbean,Upper middle income,1248.0,47.0,1.08,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.34,1
Ecuador,ECU,2021-03-28,0.0,0.0,0.0,0.0,8709.0,Latin America & Caribbean,Upper middle income,1783.0,59.0,1.07,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-29,244866.0,182329.0,62537.0,0.0,9179.0,Latin America & Caribbean,Upper middle income,642.0,8.0,1.06,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.35,1
Ecuador,ECU,2021-03-30,0.0,0.0,0.0,0.0,10765.0,Latin America & Caribbean,Upper middle income,2201.0,34.0,1.06,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-03-31,0.0,0.0,0.0,0.0,11311.0,Latin America & Caribbean,Upper middle income,1430.0,67.0,1.03,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.0,1
Ecuador,ECU,2021-04-01,283106.0,204902.0,78204.0,0.0,10304.0,Latin America & Caribbean,Upper middle income,1633.0,30.0,1.02,7.104,1.5,17643060.0,66.939,28.1,10581.936,140.448,5.55,77.01,0.759,0.44,1
Egypt,EGY,2021-01-24,0.0,0.0,0.0,0.0,0.0,Middle East & North Africa,Lower middle income,674.0,57.0,0.8,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-01-25,0.0,0.0,0.0,0.0,219.0,Middle East & North Africa,Lower middle income,669.0,53.0,0.8,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-01-26,0.0,0.0,0.0,0.0,219.0,Middle East & North Africa,Lower middle income,643.0,55.0,0.79,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-01-27,0.0,0.0,0.0,0.0,219.0,Middle East & North Africa,Lower middle income,632.0,48.0,0.79,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-01-28,0.0,0.0,0.0,0.0,219.0,Middle East & North Africa,Lower middle income,521.0,54.0,0.79,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-01-29,0.0,0.0,0.0,0.0,219.0,Middle East & North Africa,Lower middle income,589.0,48.0,0.8,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-01-30,1315.0,0.0,0.0,0.0,219.0,Middle East & North Africa,Lower middle income,547.0,46.0,0.8,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-01-31,0.0,0.0,0.0,0.0,517.0,Middle East & North Africa,Lower middle income,533.0,53.0,0.81,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-01,0.0,0.0,0.0,0.0,816.0,Middle East & North Africa,Lower middle income,541.0,44.0,0.82,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-02,0.0,0.0,0.0,0.0,1114.0,Middle East & North Africa,Lower middle income,521.0,47.0,0.83,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-03,0.0,0.0,0.0,0.0,1412.0,Middle East & North Africa,Lower middle income,512.0,53.0,0.85,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-04,0.0,0.0,0.0,0.0,1711.0,Middle East & North Africa,Lower middle income,532.0,52.0,0.87,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-05,0.0,0.0,0.0,0.0,2009.0,Middle East & North Africa,Lower middle income,540.0,48.0,0.89,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-06,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,509.0,44.0,0.91,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-07,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,534.0,47.0,0.93,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-08,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,567.0,48.0,0.96,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-09,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,573.0,52.0,0.98,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-10,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,610.0,53.0,1.0,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-11,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,603.0,53.0,1.01,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-12,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,609.0,42.0,1.02,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-13,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,600.0,36.0,1.02,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-14,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,611.0,59.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-15,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,613.0,56.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-16,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,633.0,51.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-17,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,618.0,49.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-18,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,656.0,51.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-19,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,610.0,49.0,1.02,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-20,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,600.0,48.0,1.02,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-21,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,608.0,55.0,1.01,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-22,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,623.0,51.0,1.01,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-23,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,633.0,39.0,1.01,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-24,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,644.0,52.0,1.0,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-25,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,589.0,46.0,0.99,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-26,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,601.0,49.0,0.99,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-27,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,588.0,49.0,0.99,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-02-28,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,595.0,49.0,0.98,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-01,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,586.0,48.0,0.98,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-02,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,581.0,42.0,0.98,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-03,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,577.0,44.0,0.98,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-04,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,587.0,49.0,0.99,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-05,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,579.0,45.0,0.99,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-06,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,588.0,38.0,1.0,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-07,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,581.0,41.0,1.01,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-08,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,591.0,43.0,1.02,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-09,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,622.0,44.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-10,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,645.0,46.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-11,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,639.0,41.0,1.04,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-12,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,639.0,45.0,1.04,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-13,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,641.0,42.0,1.04,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-14,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,644.0,44.0,1.04,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-15,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,631.0,40.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-16,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,640.0,44.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-17,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,645.0,47.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-18,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,642.0,41.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-19,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,645.0,40.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-20,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,644.0,45.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-21,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,647.0,41.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-22,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,643.0,39.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-23,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,648.0,43.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-24,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,641.0,40.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-25,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,661.0,48.0,1.03,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-26,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,670.0,36.0,1.04,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-27,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,683.0,41.0,1.04,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-28,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,686.0,37.0,1.05,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-29,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,689.0,32.0,1.05,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-30,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,693.0,42.0,1.05,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-03-31,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,699.0,39.0,1.05,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-04-01,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,712.0,46.0,1.06,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-04-02,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,703.0,43.0,1.06,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-04-03,0.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,710.0,39.0,1.06,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
Egypt,EGY,2021-04-04,148987.0,0.0,0.0,0.0,2307.0,Middle East & North Africa,Lower middle income,709.0,40.0,1.07,5.159,1.6,102334403.0,97.999,25.3,10550.206,525.432,17.31,71.99,0.707,0.0,1
El Salvador,SLV,2021-02-17,0.0,0.0,0.0,0.0,0.0,Latin America & Caribbean,Lower middle income,174.0,9.0,0.89,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-02-18,0.0,0.0,0.0,0.0,1200.0,Latin America & Caribbean,Lower middle income,172.0,9.0,0.9,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-02-19,0.0,0.0,0.0,0.0,1200.0,Latin America & Caribbean,Lower middle income,182.0,9.0,0.9,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-02-20,0.0,0.0,0.0,0.0,1200.0,Latin America & Caribbean,Lower middle income,175.0,7.0,0.89,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-02-21,0.0,0.0,0.0,0.0,1200.0,Latin America & Caribbean,Lower middle income,168.0,7.0,0.89,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-02-22,6000.0,6000.0,0.0,0.0,1200.0,Latin America & Caribbean,Lower middle income,164.0,8.0,0.89,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-02-23,0.0,0.0,0.0,0.0,1556.0,Latin America & Caribbean,Lower middle income,161.0,8.0,0.89,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-02-24,0.0,0.0,0.0,0.0,1810.0,Latin America & Caribbean,Lower middle income,159.0,8.0,0.9,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-02-25,16000.0,16000.0,0.0,0.0,2114.0,Latin America & Caribbean,Lower middle income,157.0,9.0,0.9,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-02-26,0.0,0.0,0.0,0.0,2018.0,Latin America & Caribbean,Lower middle income,154.0,9.0,0.9,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-02-27,0.0,0.0,0.0,0.0,1923.0,Latin America & Caribbean,Lower middle income,155.0,6.0,0.91,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-02-28,0.0,0.0,0.0,0.0,1827.0,Latin America & Caribbean,Lower middle income,160.0,7.0,0.91,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-03-01,0.0,0.0,0.0,0.0,1731.0,Latin America & Caribbean,Lower middle income,156.0,7.0,0.92,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-03-02,0.0,0.0,0.0,0.0,1331.0,Latin America & Caribbean,Lower middle income,154.0,8.0,0.93,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-03-03,0.0,0.0,0.0,0.0,930.0,Latin America & Caribbean,Lower middle income,149.0,9.0,0.94,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-03-04,0.0,0.0,0.0,0.0,529.0,Latin America & Caribbean,Lower middle income,160.0,9.0,0.94,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-03-05,0.0,0.0,0.0,0.0,529.0,Latin America & Caribbean,Lower middle income,152.0,7.0,0.94,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-03-06,0.0,0.0,0.0,0.0,529.0,Latin America & Caribbean,Lower middle income,149.0,0.0,0.93,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-03-07,0.0,0.0,0.0,0.0,529.0,Latin America & Caribbean,Lower middle income,150.0,13.0,0.93,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
El Salvador,SLV,2021-03-08,0.0,0.0,0.0,0.0,529.0,Latin America & Caribbean,Lower middle income,147.0,8.0,0.93,8.273,1.3,6486201.0,307.811,27.6,7292.458,167.295,8.87,73.32,0.673,0.0,1
