time,tweets,language
2021-04-01,Second dose of the Covid Vaccine in the arm. Two weeks till I can relax a little.  Will still be wearing a mask in public though.,English
2021-04-01,This second covid vaccine has really knocked me out my whole body is pain. I 10/10 will appreciate and pay someone to bring me dinner. Please. we can watch a movie n chill. This couch and I are one now.,English
2021-04-01,@PatrickNova6 @Jim_Jordan Joe said he would join force with science and get Covid-19 out of America. Even with a vaccine he has failed. Trump gave hope to Americans and worked to get a vaccine which Democrats condemned but now is their only hope. Joe Biden is a sign of dryness in America,English
2021-04-01,@CryptoKimber @TY4theHK @pede12397349 @HamEggsnSam no vaccine passport.  covid is not deadly and the vaccine is not tested.  you are advocating for crimes against humanity,English
2021-04-01,"@JuliaHB1 Glad to hear your good news, well done. Also more good news btw, Covid is now under vaccine control just like flu has long been.",English
2021-04-01,russia got a covid vaccine for animals and canada barely even has enough for humans ..?,English
2021-04-01,"Ontario is steadily increasing capacity in its #COVID19 vaccine rollout with over 350 additional pharmacies and more primary care settings across Ontario offering the AstraZeneca vaccine to individuals aged 55+ as early as April 3, 2021.

To learn more: https://t.co/kcT2ln5YZJ https://t.co/c5D0y9fNfF",English
2021-04-01,GPs say federal government has ‘set us up to fail’ on COVID-19 vaccine rollout https://t.co/BHZQKrpl4e,English
2021-04-01,Woman injected with 'empty syringe' instead of COVID-19 shot at Norfolk CVS https://t.co/Yrd1b6lX2B,English
2021-04-01,@Joonas29547484 @BorisJohnson @vonderleyen I'm sure there's an equivalent EU list though. And what does that have to do with the AstraZeneca - Oxford Covid vaccine anyway?,English
2021-04-01,"The government takes all the credit for all success, i.e. vaccine rollout.

But it shifts blame onto individuals for failure, i.e. Covid deaths.",English
2021-04-01,"@CByrneGreen I'm afraid that after all our digital footprints have been erased (yes, even all those TikToks) by the 2030 covid-89 pandemic &amp; vaccine wars, future archeologists will find 1000s of plastic bags of perfectly preserved dog shit and will wonder what strange gods we worshipped....",English
2021-04-01,"Missteps marked Maryland’s COVID vaccine rollout, experts say: ‘We have to be willing to try different things’ https://t.co/eKUmrBNfdo",English
2021-04-01,Can Vaccinations Stop COVID Transmission? https://t.co/ExmJf0Hi3h https://t.co/eJSiD1kngj,English
2021-04-01,"I had an extreme case of Covid that put me in critical care for two weeks and I never fully recovered. Now, since my second shot my health has returned! I thought I was crazy but then I saw this ⬇️
https://t.co/POYmd6IRam",English
2021-04-01,"Glad you got one, because you chose to. I will not, I had covid late Nov, very mild, I am totally fine taking my chances. It’s not about covid vaccine, I haven’t had a shot since childhood https://t.co/SXhuIqPffQ",English
2021-04-01,Covid: Tennis bodies urge hesitant players to get vaccine https://t.co/RgsJEGvisq,English
2021-04-01,Covid: Tennis bodies urge hesitant players to get vaccine https://t.co/bv5dc9IZc9,English
2021-04-01,Covid: Tennis bodies urge hesitant players to get vaccine https://t.co/DXo4QLXCzQ,English
2021-04-01,"Two more weeks until I can get the vaccine.

I only need one shot though because I've had COVID-19 twice.

https://t.co/vBA6KV3S1R",English
2021-04-01,We're hiring! Read about our latest job opening here: Pharmacy Technician– COVID 19 Vaccine Support - https://t.co/qSsUISNrQJ #pharmtech #cvspharmtech,English
2021-04-01,"I’ve stopped thinking the vaccine is as dangerous as some of the doctors speaking out say it is.

I still haven’t seen any evidence of a government producing isolated samples or records of Covid-19, so scientifically I can’t say it exists.

No idea whats in the vaccine though.",English
2021-04-01,"5:42 pm, Mar. 31, 2021

Johnson &amp; Johnson vaccine was contaminated by ingredients from another company’s vaccine at a manufacturing plant in Baltimore, ruining a batch of raw vaccine representing millions of doses and prompting a review.

https://t.co/Zpx6PDwklQ",English
2021-04-01,"@SkittlezJuice small side effects means its working. feeling tired, cold or headache is your body handeling it. google symptoms of covid vaccine",English
2021-04-01,"@Ella32823623 Freedom to die?

Dr. Jerry L. Spivak, an expert on blood disorders at Johns Hopkins University, who was not involved in Dr. Michael’s care, said that based on Ms. Neckelmann’s description, “I think it is a medical certainty that the vaccine was related.”

https://t.co/OieTmz0Bs3",English
2021-04-01,"@dominiquetaegon Young people have almost no risk of dying or having severe health complications from covid so they have no real need to take the vaccine.

The gov are really hellbent on getting this vaccine into every man woman and child regardless of any need for it 🤔",English
2021-04-01,False Barriers: These Things Should Not Prevent You From Getting a COVID Vaccine https://t.co/cyyFJ172Nf via @propublica,English
2021-04-01,@ras_le_bol_us @haley__online yes!!! thank you! i really mean in my og post that im grateful for the vaccine bc idk if i would have survived real covid! im v proud of my immune system she put up a fight!,English
2021-04-01,#Pfizer: Trial suggests COVID-19 vaccine effective against South African variant | TheHill #pandemic  https://t.co/AaJywdKWlz,English
2021-04-01,@ewarren The Progressive agenda people need to give President Biden a little break. He’s only been in office for two months... he handled the Covid vaccine beautifully &amp; now he’s on to infrastructure. He’s dealing w/a mass immigration problem right now.... so be patient please!,English
2021-04-01,"So far, not so good

How Australia bungled the COVID-19 vaccine rollout, and what should happen now. By @stephenjduckett https://t.co/365dZTxH6k #auspol #coronavirus #vaccine",English
2021-04-01,The second dose of the Covid vaccine is trying to take me out 😭😭😭,English
2021-04-01,"Blood clots and the AstraZeneca Covid vaccine: is there a link?
 https://t.co/YDKlTodqnf",English
2021-04-01,Need a ride to your vaccine appointment? Transit offers options in Puget Sound - https://t.co/OAzDyB9qV8: https://t.co/LeA3q6Lp1i #SDOT #WSDOT #Transit #Seattle #Transportation,English
2021-04-01,"Great latest installment in @mrym_jml &amp; @CarolineYLChen's stories about vaccine access: 

https://t.co/yXZHFb0K9B",English
2021-04-01,I picked up an Impossible Burger on my way to get my first round of the COVID-19 vaccine earlier today.,English
2021-04-01,"@DFisman Thank you. It seems to me that if teachers are deemed so essential that they are mandated to enter a minefield of Covid, then the least the province could do is vaccinate them. 

Provincially, it would take less than one day of vaccine supply to do this.",English
2021-04-01,@paulg Aren’t those who got vaccinated still getting COVID?  Are they not still required to social distance and wear a mask?  Then what is the actual point of the vaccine if it doesn’t do anything that normal vaccines do?,English
2021-04-01,"@robbyusea Hopefully he tries harder than with the covid bill. That was garbage. His part of the vaccine rollout was decent, but his handling of the states and mask and lockdown mandates have changed little. He s not controlling the message and pandering to bad faith opposition.",English
2021-04-01,"KS: Vaccine appointments available at Walgreens Overland Park on Apr 2. Sign up here, zip code 66204:
https://t.co/H2fc0PNCUM (as of 4:27)",English
2021-04-01,Philadelphia Prioritizing 4 Groups As City Moves To Phase 1C Of COVID-19 Vaccine Rollout https://t.co/x9jQVaMEo0,English
2021-04-01,"The largest number of new #COVID19 cases since early February pushed Massachusetts over 600,000 total cases during the pandemic so far. However, 83,879 #vaccine doses were given and that's the biggest number in several weeks. Details: https://t.co/VYFBTVDqgQ https://t.co/Re0bRMRBPc",English
2021-04-01,"A pro-Trump evangelical advised getting the COVID-19 vaccine. His fans revolted. https://t.co/8d9cWIMv3r  

Published March 25, 2021@5:53am",English
2021-04-01,"Florida friends!!!

ALL OF YOU are eligible for a COVID vaccine in Florida starting this Monday!!! Link in tweet below to make your appointment (CVS and Walgreens and Publix also have them!) https://t.co/q4EUS1oaog",English
2021-04-01,@simonshaykhet @wxyzdetroit We know covid is serious.  Where's our vaccine shots? We need the vaccine. Now.,English
2021-04-01,"As the state prepares to expand COVID-19 vaccine eligibility to Mainers 16 and up next week, Cumberland County Sheriff Kevin Joyce says he's been frustrated with the lack of availability of vaccine for residents of county jails: https://t.co/fZImAOO8Hi",English
2021-04-01,Why Johnson &amp;amp; Johnson throwing out 15 million COVID-19 vaccine doses shouldn't scare you https://t.co/gqAqpdO4x9 via @ConversationUS,English
2021-04-01,"So you haven’t cleaned your room in 7 months, clothes are on the floor, trash is on your bed, and you have dirty bowls with mold growing on them but you don’t want to get the covid vaccine because you don’t know what’s in it? Ok",English
2021-04-01,@imurflashlight MY COVID VACCINE,English
2021-04-01,"Pfizer says COVID vaccine protection lasts at least 6 months; Company can now seek full FDA approval 
 https://t.co/tzgaDwGQAt",English
2021-04-01,"J&amp;J finds problem with COVID vaccine batch; NYTimes says 15 million doses ruined

【Reuters】 https://t.co/4L5ijGYnvd
https://t.co/0ZqNiBRp0n",English
2021-04-01,".@IHSgov just put out this list of COVID-19 vaccination opportunities across Oklahoma in April. Open to everyone Native or non-Native, 16+/18+ depending which vaccine is on offer at each site. 

Remember, vaccine also now open to all via the state: https://t.co/UiTSqBhLq0 https://t.co/N0ubW5rFF3",English
2021-04-01,LaMalfa drafts bills to ban COVID-19 'vaccine passports' https://t.co/m0zUPO0DH0,English
2021-04-01,"The fact that I have been burying people and carrying caskets with deceased that were covid+ for over a year now and I JUSTTTT got my vaccine is a ridiculous way of serving the people. Also, I couldn't get my jab in Halton I had to go to Brampton to get it done. What a joke! https://t.co/P6TC5VT5HF",English
2021-04-01,"Effective today, everyone 50 and older is eligible to receive the #COVID-19 vaccine in SB County.  To schedule an appointment, visit https://t.co/dUEG32XlO5 or call the SB County Help Line at (909) 387-3911. #cityofvv https://t.co/CKONT42JEB",English
2021-04-01,LaMalfa drafts bills to ban COVID-19 'vaccine passports' https://t.co/ZZ7Dclj9pw,English
2021-04-01,"@celtic_traveler Interesting. I found out my MAGAt cousins &amp; Aunt were all fully vaccinated, I was pleasantly surprised. They are confederate flag waving MAGAts. 🙄I also have a MAGAt neighbor that just went through Covid. She can't get the vaccine yet, but wants it desperately after having it.",English
2021-04-01,Allegheny County's new COVID-19 vaccine registration site is now open to public https://t.co/MVtmQ5WHI0,English
2021-04-01,7NEWS Update - April 2: NSW hospitals to become COVID vaccine hubs; Bris... https://t.co/hlGXhDWHnY via @YouTube,English
2021-04-01,"""Vaccine passports"" are the prime example of the left's hypocrisy.
 
You don't need an ID to vote but you’ll need a ""vaccine passport"" to eat at a restaurant per government mandate?
https://t.co/j9HQGFHtba",English
2021-04-01,"See #Loudoun County's daily COVID-19 report: Thursday, April 1, 2021
✔ Loudoun Makes Significant Progress on Vaccination Waitlist
✔ Vaccine Eligibility Expanding in Virginia
✔ COVID-19 Funeral Assistance Available from FEMA
https://t.co/mVrXMRQtUB https://t.co/IYigrvhwzS",English
2021-04-01,"Top officials continue to tell us that COVID-19 vaccine rollout is “not a race” and “we’re not in a hurry”. Au contraire. We should be in a hurry, writes Merlin Crossley and Richard Holden. 
https://t.co/DQKHYYaHHl",English
2021-04-01,Got my 2nd Covid Vaccine 💉🤸🤸🤸,English
2021-04-01,"You're much more likely to get SJS from Iboprufen than a COVID vaccine, but I don't see people agitating to have Iboprufen banned... so while SJS is indeed terrifying, it's not a reason to agitate against life-saving COVID vaccines. 7/",English
2021-04-01,@babyzema I mean I got half of my covid vaccine uhhh hahaha,English
2021-04-01,@kathymi71147962 @dcrabclaw @VP For me....the side effects of the first vaccine dose were FAR worse than actually having COVID. I'm an outlier though and will be reporting the issues when I get my second shot. I respect your decision to wait.,English
2021-04-01,"Covid vaccine delays hit vulnerable Melbourne tower residents. I spoke with @NRCHaus about the enormous work done to prepare vulnerable/disadvantaged groups in the Richmond housing estate for the vaccine, only to experience fed govt delivery failures. https://t.co/GM9vbEKoOH",English
2021-04-01,"@Dean90705847 @elainewhyte365 Oops 

https://t.co/sKnTctMKcF",English
2021-04-01,#Cancer patients question why they can’t get #COVID vaccine at Sloan Kettering in #NJ https://t.co/IFGpXZIF0o,English
2021-04-01,"When you learn the DIFFERENCE btwn a commentator and a journalist and btwn a doctor and a scientist, you’ll realize why many of the claims in regards to COVID and the vaccine (the ones approved in the US, no knowledge on the others) are bogus.

Critical thinking is essential.",English
2021-04-01,Post-covid vaccine fatigue is... intense. https://t.co/k7kSs5tUMN,English
2021-04-01,"@destinysangl84 I had COVID and that sounds like a picnic compared to what I went through, I can’t wait to get the vaccine",English
2021-04-01,"The COVID vaccine is NOT an end all be all.
Please stop treating it as such",English
2021-04-01,"Word of the day: Shambles.

Meaning: Ontario vaccine rollout and COVID response.

#onpoli @fordnation #cdnpoli",English
2021-04-01,It’s still wild to me that this company had bathroom products that caused cancer and now have a leading Covid vaccine.. https://t.co/coX1UjCdPo,English
2021-04-01,Mitch McConnell Does NOT Want To Kill His Own Voters? How Can He Even Lead A Death Cult Then? https://t.co/6iwfbC1VeM,English
2021-04-01,"@insomniaclisa @PeterHamby I read somewhere that one of the side effects of the Pfizer vaccine is testing positive for covid. A few days later, one of my asymptomatic patients did. This was ~3 weeks after 2nd dose. A LTC resident, they were tested 2 more times &amp; were negative. So probrobably was a false +.",English
2021-04-01,"Biden administration announces a new effort to combat vaccine hesitancy and dispel misinformation that will employ leaders from churches, unions and nonprofits. https://t.co/hs1kuO0wWv",English
2021-04-01,"the covid vaccine has lipid fatty acids in it

good luck with that",English
2021-04-01,"@JuliaHB1 If you are not opposed to the Covid vaccine, then how can you be opposed to the vaccine passport?",English
2021-04-01,"@mattbc We only have private ambulances in my area. Today, my friend had 2 call 911 because she feared that her very elderly grandmother was having a stroke. The EMT was maskless, wearing a blue-lives-matter/Punisher badge, &amp; berated the woman for getting an “experimental” covid vaccine.",English
2021-04-01,Great! We can get vaccinated! And vaccine-resistant covid should be all over the fucking place within just a few months because our “government” does not actually care about our health! Wahoo! #mepolitics,English
2021-04-01,"Tracking the coronavirus vaccine, state by state https://t.co/N3LsFYQjLt @USATODAY @AP @MSNBC @NickRiccardi @Twitter @Reuters @WSJ @HuffPost @nytimes @Salon @CNN @politico",English
2021-04-01,"@haley__online @yourlocalbrooke As an MD let me tell you NONE of the vaccine side effects come close to what COVID can do to you. Be so happy you are getting vaccinated, and whatever crappy side effects you have, just know they shall pass ( quickly) and they mean your body is saying FU COVID!!!",English
2021-04-01,"Coronavirus in Illinois updates: Cook County releasing 22,000 first-dose vaccine appointments; state records most daily cases since Feb. 5 with 3,526 new infections reported Thursday: Here are the latest updates on the coronavirus in the Chicago area.. https://t.co/Hr1yd4PyGP",English
2021-04-01,Europe recasts COVID-19 vaccine playbook after first-round flop https://t.co/3JtIdtWQ7M https://t.co/FYa38c74d3,English
2021-04-01,"There was welcome news on the COVID-19 vaccine front Thursday, as Pfizer Inc. and German partner BioNTech SE said a follow-up study of their vaccine found it remained safe and highly effective six months after a second dose. https://t.co/eAYRRU2nW8",English
2021-04-01,"LAST MINUTE AVAILABILITY! The Camden County Health Department's St. Mary's clinic has 20 slots available for vaccination with Johnson &amp; Johnson's COVID-19 vaccine TOMORROW morning, April 2. Appointments required, and you must be a Georgia resident age 18+ https://t.co/rUKbishyr9 https://t.co/TnXvHQIfLM",English
2021-04-01,"ANNAPOLIS, Md. — All Maryland residents 16 and over can now preregister for an appointment to get the COVID-19 vaccine at mass vaccination sites as the state prepares to broaden eligibility as the vaccine supply increases, Gov. Larry Hogan said Thur… https://t.co/3CJzQiRauC",English
2021-04-01,This is my terrible way of announcing i got my first covid vaccine https://t.co/8NWLaISzeO,English
2021-04-01,10 cent beer if we show our Covid vaccine card 🤷🏻‍♀️ https://t.co/Rnc8nyVcgI,English
2021-04-01,Got my covid vaccine scheduled cause my college managed to get some set aside for them. Can't wait to take this second step to becoming a full blown cyborg,English
2021-04-01,"Received my first dose of the COVID-19 vaccine today at St. Hedwig. Proud of our @sjchealth for running such a seamless operation. 
I encourage everyone to sign up for the vaccine at https://t.co/PYPSGegv0x, so we can put this virus behind us. https://t.co/cPz0az6Lqr",English
2021-04-01,"@fordnation Full shutdown did little. Shutdown lite will do less. YOU know the target areas. Get vaccines there. Not in areas where it’s not needed right now. Oh. Right. You need those votes. Vaccine votes, Covid collusion, partisan pandemic.",English
2021-04-01,"2021 Hajj: Intending pilgrims must take COVID-19 vaccine, says official https://t.co/uzl81JALU9 via @themeegg",English
2021-04-01,"The @CHRISTUSGS COVID-19 vaccination hub in @CityofLongview has 50 extra doses of vaccine available right now. First come, first served. @kytxcbs19",English
2021-04-01,Vaccinations in Ontario will be available to people 55+ at pharmacies starting *Saturday* https://t.co/VTzMoMVS25,English
2021-04-01,"@mtgreenee This is me 5 minutes before I was diagnosed with cancer. Muscles don't matter. You are an idiot. 

*apologies for the sweaty nest that's my hair, but a serious boxing workout will do that. #COVID__19 #vaccine https://t.co/IVD6Uxjl9b",English
2021-04-01,'We can't help them': Covid vaccine delays hit vulnerable Melbourne tower residents https://t.co/hJ2Q1RupRk,English
2021-04-01,"@talkRADIO @THEJamesWhale @virtualash @Beverleyknight FFS were have these people been living for the last 12 months , does the colour of your skin effect your ears ,I'm fed up with it ,have the vaccine or don't I couldn't careless but if you catch covid no odds if your black ,white ,pink or green don't expect the NHS to treat you",English
2021-04-01,"QT: ""Mass vaccination campaigns work only if the masses take the vaccines. “In this way, it’s a deeply social technology, and so the credibility is everything.”"" https://t.co/hXdMfkCfox",English
2021-04-01,"@GovRonDeSantis @DHSgov @SecMayorkas @ICEgov @GovRonDeSantis  cannot lead.  35,000 innocent Floridians dead on his watch. Vaccine roll out is a mess. Selling vaccine access to political high bidders. New Covid spikes because of his bad policies. His answer: Blame Immigrants. What a joke! #FireDeSantis",English
2021-04-01,Allegheny County Launches COVID-19 Vaccine Registration Website https://t.co/nDLl4d0JdV,English
2021-04-01,"@PARABOLIT How numbers look without mandatory lockdowns? 👀

https://t.co/mGUO2iGL2k

Mathematic models have suggested that 40-81% of world population could get infected, of course covid only kills 1% of those infected. What if it mutates because there’s no medicine/vaccine to stop it?",English
2021-04-01,"📝
An alphavirus replicon-based vaccine expressing a stabilized Spike antigen induces sterile immunity and prevents transmission of SARS-CoV-2 between cats

medRxiv or bioRxiv
https://t.co/KWjcmnWMIl

#COVID19 #COVID19Papers #SARSCoV2",English
2021-04-01,"GPs say federal government has ‘set us up to fail’ on COVID-19 vaccine rollout, new from @theage's @liammannix #auspol #CovidVaccine #COVID19Aus  https://t.co/4MErgGTMDv",English
2021-04-01,Seeing everyone’s  Covid vaccine selfies makes me so much happier than I would have expected. Keep posting them!,English
2021-04-01,Getting my first dose of the covid vaccine on Saturday,English
2021-04-01,Staples &amp; Office Depot are offering to laminate your COVID-19 vaccination card for free! Check out the article for more information 📇 https://t.co/8qKSjGuUZr #covidvaccine #vaccinationcard #covid19 #travelrn #travelnurse #teamAMP #teamnurse,English
2021-04-01,'We can't help them': Covid vaccine delays hit vulnerable Melbourne tower residents https://t.co/1AJmIt2lSh,English
2021-04-01,Some studies suggest they make COVID 19 vaccine less effective . Obama and I have cholesterol problem too . https://t.co/Dzy0ADG0p9 https://t.co/ukcThoWEZF,English
2021-04-01,"Today, 362 days since my first Covid-19 symptom, I reach 10 days after my 2nd Pfizer vaccine. 💉 Thanks science. It's a beautiful day! https://t.co/T1Aloa4bFv",English
2021-04-01,"@pancakepow I’m very glad to hear that (for you and your dad.) Mom is on week 2, post Covid and currently in a care facility recovering. I’m waiting on the vaccine as well; hoping to get it soon.",English
2021-04-01,@talflick I wish I could get COVID vaccine 😭😭,English
2021-04-01,#UPDATE: Torontonians who are age 60 and older can start booking COVID-19 vaccine appointments at City-run clinics starting Friday while some hospital vaccine clinics are making vaccines available to those 50-plus https://t.co/Q0tBBcws6W https://t.co/80Ob7oxbBU,English
2021-04-01,"The 2 things that have gone right for me today are the fact that I had a good dental cleaning appointment and that I got a covid vaccine appointment for next week. Otherwise, today has seriously sucked ASS",English
2021-04-01,"@RoamingManTN I got what was supposed to be my first COVID vaccine today, but it turned out to be the one-and-done version. Getting married at the end of the month, so I’m delighted. Taking a shot to celebrate my shot! https://t.co/Fe4JM1sUaw",English
2021-04-01,"Main Street Media are irresponsible for refusing to follow up this story. Why has Ottawa’s Heart Institute CEO been shut down?
The extreme delay of 16 weeks b/w 1st &amp; 2nd Jabs of vaccines is threatening the protection &amp; increasing the risks for Seniors. https://t.co/LpVA01yH8p",English
2021-04-01,"@hankgreen In Vermont our most rural and right wing county (Essex in the northeast corner) is lagging far behind the rest of the state in vaccine uptake. It’s not clear how much of that is access, those folks are used to going to NH for their going to town stuff.

https://t.co/b9sXgCka4b",English
2021-04-01,"Thursday April 1, 2021 – Appalachian State, Watauga, Alleghany, Ashe COVID-19 Cases &amp; Vaccine Data https://t.co/0y4X7ezqnj",English
2021-04-01,"DOSE ONE IN THE BOOKS!! Ya girl just got Shot 1 of the Covid Vaccine. I couldve cried from the sheer relief! For once the tears would not have been from the needle 😂 If you know me, you know Ive been working since I was a teen to overcome my deathly fear of needles #FauciOuchie https://t.co/YXxoD8hYn7",English
2021-04-01,She had a reaction to her Covid vaccine! https://t.co/eURsYL6oHM,English
2021-04-01,Dr Fauci says children should not play together without masks until they are vaccinated https://t.co/Mqu5U1rSka,English
2021-04-01,7 Dos and Don’ts When Getting Your Covid Vaccine https://t.co/lcF8kEoUqL,English
2021-04-01,"Man I’m really not gonna get paid this week, I took off Monday for the second covid vaccine, took off half of Tuesday cause the after effects took me tf out, and now I’m locked out of my work computer cause someone forgot to extend my contract until the end of July",English
2021-04-01,"#BBBScamAlert: The survey scam is back with a COVID-19 twist.  This time, the phony survey claims to be from pharmaceutical company Pfizer, with questions about their #COVID19 vaccine: https://t.co/PY7KV36vuN.
#StartWithTrust #SurveyScam https://t.co/S5HJlBIFHM",English
2021-04-01,"What We Know About J&amp;J’s Single-Dose Vaccine, Set to Arrive at the End of April https://t.co/47LvLsreXv",English
2021-04-01,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign - CNN https://t.co/xZR3zgky5W,English
2021-04-01,"@MichaelEliasso4 @LSD122070 This explains the pain relievers to take, or not. https://t.co/NVyE3kIk1T",English
2021-04-01,"@webegga Imo its once its widely accepted that we’ve vaccinated enough of the population to have achieved herd immunity, I think a fear I have is that some new strand of covid will come up that maybe the current vaccine could be less effective/useless against and people will be dumb",English
2021-04-01,@ratcowboy @Chris_Shelhart @ProFootballTalk I have not heard that honestly . My understanding is the vaccine prevents you from having a bad reaction to Covid . That’s all,English
2021-04-01,My arm and back were so sore last night from the covid vaccine. I feel so sluggish.,English
2021-04-01,"Vaccine appointments available at CVS St. Louis. Sign up here:
https://t.co/3031uOhZnO 💉",English
2021-04-01,@SAdamsR2P Excellent news and genuinely happy for you Don’t forget Turkish immigrants in Germany who made the breakthrough: https://t.co/YnH888NOLy,English
2021-04-01,"Register by phone before 9 PM April 2nd for the one-day CoViD Vaccine ""Pop-Up"" POD on April 6th in Fernandina Beach  https://t.co/rrPMMTlQPD via @Nextdoor https://t.co/OKefxLe9iH",English
2021-04-01,Texino’s outfitted camper vans bring COVID-19 testing and vaccines to you. https://t.co/W9regd2Kab,English
2021-04-01,"Blockchain in action...a great example of an emerging tech solving a real world problem. 

Congratulations IBM Jason Kelley  @episcini 

HFS Research @pfersht @HFSSamDuncan https://t.co/8VJhF48aOa",English
2021-04-01,"@ChuckCallesto ""...federal law prohibits the mandatory application of medicines within the military that are not fully licensed by the US Food and Drug Administration.""

https://t.co/FiQAnvavdk",English
2021-04-01,"@n0thingisen0ugh @VernonBriscoe @JuliaHB1 You can’t record something that wasn’t there. Less cases of RSV too. Social distancing, more flu vaccine uptake, masks, hand washing, school closures, no visiting vulnerable people, increased infection control in hospitals/care homes, frail dying of covid. No surprise flu reduced",English
2021-04-01,These allergies are beating my ass and I’m due for a second covid vaccine on the 7th,English
2021-04-01,'We can't help them': Covid vaccine delays hit vulnerable Melbourne tower residents https://t.co/86WVze8kaV,English
2021-04-01,https://t.co/dG5WnFggDH Stephen Duckett : four ways in which Australia’s COVID vaccine rollout has been bungled. All four seem to point to the federal government.,English
2021-04-01,"Carrots, sticks and jabs: What will California do to win over vaccine skeptics? https://t.co/NldSAHAV4P",English
2021-04-01,*silently hopes that the covid vaccine will also magically grant me even 1% of jen psaki's powers*,English
2021-04-01,Factory errors ruin 15m doses J&amp;J COVID-19 vaccine https://t.co/2P7Q2SD4ho,English
2021-04-01,Don't freak out if you get these side effects from a Covid-19 vaccine. They can actually be a good sign - CNN https://t.co/0b17sDIBO4,English
2021-04-01,"@SkyNews Stop calling them Covid passports. It’s divisive and sensationalist. It’s simply proof of an inoculation or vaccine, much the same as you need many places.",English
2021-04-01,"@zach_freier @SerbanNicoara @theeliberty Not to lean into the “Slippery Slope Theory” but contract tracing was originally written in law for COVID-19. 6 months later, during BLM protests it was used to locate protesters &amp; looters at their houses. Vaccine passports, will be misused in the same way.",English
2021-04-01,Got my covid vaccine (not april fool's joke),English
2021-04-01,Pre-registered to get my COVID vaccine.,English
2021-04-01,"And to top it all off, Health Canada says it's safe.
Health Canada greenlights U.S. batch of AstraZeneca COVID-19 vaccine https://t.co/SO0AjTVp6T #cdnpoli",English
2021-04-01,"Help us at ZOE understand COVID, provide the government with insights and how the vaccine is helping us recover and fight COVID https://t.co/hsAAZy0XZ3",English
2021-04-01,"Whew, this Covid vaccine kicking my ass. This summer I’m gonna fall in love with a man and mouth kiss him. ROI.",English
2021-04-01,"New availability: Cvs
Hoopeston, IL Hoopeston, IL
Access here: https://t.co/6FCapvNL80
Apr 01, 04:25 PM",English
2021-04-01,Patiently waiting for the Arbonne covid vaccine to come out,English
2021-04-01,The vaccine gave me Covid. Am I supposed to double/triple mask?!,English
2021-04-01,"Ontario has now doubled the number of pharmacies that will be giving out vaccines and increased eligibility to 55 plus

https://t.co/Hhy88ysQ6D",English
2021-04-01,Some truly amazing tech that they're developing in SV. Duncan Thorpe shares details on his self-developed COVID vaccine. Listen on @_maintainable. https://t.co/MTT2Ia2Q56,English
2021-04-01,"any of y'all get the covid vaccine 

if so how was it",English
2021-04-01,Pfizer: Trial suggests COVID-19 vaccine effective against South African variant https://t.co/hGRlwmrJ7c https://t.co/ydXZrYGE5T,English
2021-04-01,"@ClimateAudit Why do you think so?

In the vaccination plan, essential workers include private sector (retail, farming, etc.) workers.

https://t.co/OtqsZpvybU",English
2021-04-01,"Out Of This World.
https://t.co/137pI9pvDH",English
2021-04-01,Scheduling a COVID vaccine appointment feels uncomfortably similar to snagging an impossible-to-get concert ticket,English
2021-04-01,@healthybart talks to @bustle about What Happens To Your Body If You Get The Vaccine After Having COVID? https://t.co/KTdbsELwIH,English
2021-04-01,"Former @WIPO deputy director Jim Pooley argues against suspending IP rights for #Covid19 technologies (as India+South Africa proposed to @WTO), saying that it would dismantle the private-sector R&amp;D system that gave way to multiple #CovidVaccines this year https://t.co/JADco8LJDG",English
2021-04-01,@rebeccamakkai Help someone get a COVID vaccine,English
2021-04-01,10:15 am: Register for Covid vaccine. 5:15 pm: First dose done! Thank you @TempleUniv,English
2021-04-01,"ALSO TAKE THE COVID VACCINE, @DODGERS PLAYERS.",English
2021-04-01,"""Latinx"" isn't a real term. It's amazing what bull @ctvnews will push down people's throats in the name of ""inclusion"" These people are trying to normalize lunacy

https://t.co/32ZJIuAyqQ",English
2021-04-01,"I had literally one of the hottest men I have ever seen give me my second dose of the covid vaccine, best shot I’ve ever received 10/10",English
2021-04-01,@WelshP13 @fact_covid Why do you think countries are giving the vaccine to all adults?,English
2021-04-01,"Who knew MyChart would be the next Ticketmaster?

So grateful to have been able to score a COVID vaccine appointment for next week, and to all the amazing scientists that made it possible.

Can’t wait to uptake some foreign RNA! https://t.co/2QKwJ8z6Uf",English
2021-04-01,"#ICYMI: Governor Janet Mills announced Thursday the state would once again move up its timeline.
https://t.co/CqczaGTdf9",English
2021-04-01,"https://t.co/BbvpbKeHrC Christopher Knaus  : community health groups have nurses, GPs and locals ‘ready to go’, but a lack of deliveries has forced them to cancel vaccination clinics",English
2021-04-01,"#Pfizer #COVID19 #vaccine is 90% effective for at least 6 months and protects against South Africa variant, study shows https://t.co/8wZ7rKMdZW via @usatoday",English
2021-04-01,"@alexandrasosaaa @doseOFdays same here, had covid in Dec. and that first moderna shot kicked my ass for 2 days.  Some doctors are suggesting that those that have had covid only take one shot since you already had antibodies.  

https://t.co/x55Zih1Zxp",English
2021-04-01,Covid-19 vaccine earlier today. Bruise and sore arm. Slight fever. 😊,English
